CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President
"2010183",4417,326,1,1,0,2,10,15,5
"2010184",4418,75,7,1,0,2,0,0,3
"2010185",4419,127,4,1,2,3,3,6,2
"2010186",4420,50,1,0,0,1,1,0,0
"2010187",4421,4,1,0,1,0,0,0,1
"2010188",4422,35,2,0,0,2,0,1,2
"2010189",4423,166,0,0,0,2,4,2,4
"2010190",4424,29,6,2,1,6,0,0,0
"2010191",4425,20,2,1,0,2,0,0,0
"2010192",4426,240,5,5,0,0,5,1,4
"2010193",4427,119,2,5,2,1,3,1,4
"2010194",4428,395,2,0,0,2,12,11,12
"2010195",4429,240,2,2,4,4,7,1,12
"2010196",4430,41,0,1,0,0,4,0,4
"2010197",4431,298,3,3,1,2,10,0,10
"2010198",4432,88,0,1,0,0,2,0,7
"2010199",4433,134,1,2,1,3,3,3,5
"2010200",4434,643,3,3,3,3,19,8,31
"2010201",4435,63,2,1,1,1,0,0,1
"2010202",4436,160,2,1,0,2,5,0,2
"2010203",4437,43,1,2,0,1,2,1,3
"2010204",4438,387,1,4,0,2,11,6,12
"2010205",4439,288,1,4,0,1,6,2,9
"2010206",4440,348,6,3,1,3,10,7,20
"2010207",4441,191,2,1,0,3,4,3,3
"2010208",4442,116,6,2,4,11,1,0,2
"2010209",4443,297,12,4,2,4,13,3,12
"2010210",4444,513,2,5,0,4,10,4,31
"2010211",4445,126,8,1,2,4,0,1,3
"2010212",4446,44,2,1,1,2,2,0,0
"2010213",4447,145,0,2,0,3,12,8,9
"2010214",4448,251,2,3,1,1,9,5,7
"2010215",4449,274,4,4,2,2,11,22,11
"2010216",4450,215,8,2,0,1,3,2,3
"2010217",4451,355,0,2,3,1,13,4,10
"2010218",4452,275,12,1,3,12,8,4,20
"2010219",4453,442,4,4,2,3,12,6,15
"2010220",4454,34,1,1,1,1,2,0,2
"2010221",4455,108,6,0,1,3,5,0,2
"2010222",4456,528,2,0,1,0,11,6,8
"2010223",4457,247,4,0,1,1,9,14,15
"2010224",4458,318,1,2,0,2,3,10,9
"2010225",4459,62,0,0,0,0,0,0,1
"2010226",4460,97,9,1,0,6,0,0,5
"2010227",4461,145,0,0,2,0,4,4,1
"2010228",4462,388,1,2,0,1,8,2,7
"2010229",4463,19,5,0,1,5,2,0,1
"2010230",4464,119,3,1,0,2,4,0,1
"2010231",4465,82,2,1,2,5,2,1,4
"2010232",4466,260,0,1,0,0,6,7,3
"2010233",4467,310,4,2,2,1,5,6,15
"2010234",4468,315,1,1,1,2,13,4,9
"2010235",4469,563,2,8,3,4,17,4,12
"2010236",4470,146,5,2,2,3,8,1,4
"2010237",4471,190,7,4,1,1,6,2,4
"2010238",4472,156,2,2,0,2,4,1,5
"2010239",4473,188,0,0,1,0,5,2,5
"2010240",4474,292,4,3,1,1,7,2,12
"2010241",4475,58,3,0,0,4,0,0,1
"2010242",4476,33,1,0,1,1,2,2,3
"2010243",4477,110,0,5,0,1,1,0,4
"2010244",4478,171,1,2,1,3,4,2,10
"2010245",4479,88,2,0,1,2,1,5,9
"2010246",4480,198,0,0,1,1,7,3,7
"2010247",4481,112,0,4,0,0,2,0,7
"2010248",4482,47,6,1,1,2,0,4,5
"2010249",4483,108,1,0,0,1,1,2,5
"2010250",4484,127,1,3,0,2,2,0,2
"2010251",4485,302,4,2,0,0,7,0,11
"2010252",4486,270,4,0,1,2,10,1,4
"2010253",4487,202,3,2,1,0,4,0,7
"2010254",4488,26,2,0,0,0,1,0,1
"2010255",4489,407,2,6,2,3,7,2,15
"2010256",4490,170,2,1,2,7,5,6,13
"2010257",4491,126,6,2,4,7,3,2,6
"2010258",4492,179,1,0,0,0,6,9,2
"2010259",4493,401,3,3,1,6,10,0,4
"2010260",4494,60,1,0,0,0,3,3,3
"2010261",4495,39,1,0,1,5,1,1,4
"2010262",4496,199,2,6,1,7,1,1,12
"2010263",4497,193,3,1,1,1,5,5,4
"2010264",4498,145,1,1,1,3,0,1,5
"2010265",4499,187,1,0,0,0,5,7,12
"2010266",4500,89,3,0,1,1,4,2,1
"2010267",4501,28,3,1,0,4,0,1,0
"2010268",4502,310,2,4,0,1,9,14,9
"2010269",4503,167,0,1,2,0,6,1,4
"2010270",4504,321,8,7,1,3,9,6,14
"2010271",4505,502,5,5,2,3,13,1,16
"2010272",4506,122,2,0,0,0,4,10,6
"2010273",4507,88,0,2,1,2,3,13,7
"2010274",4508,156,1,1,0,1,8,9,3
"2010275",4509,101,1,1,0,2,2,0,1
"2010276",4510,283,1,6,0,0,13,4,7
"2010277",4511,46,4,0,1,4,1,0,5
"2010278",4512,73,11,0,0,3,1,1,3
"2010279",4513,37,2,0,0,0,1,0,2
"2010280",4514,39,1,0,1,3,1,1,0
"2010281",4515,348,1,2,0,0,11,4,14
"2010282",4516,163,5,2,2,3,7,11,15
"2010283",4517,126,3,3,0,2,4,4,8
"2010284",4518,201,5,4,1,3,4,6,5
"2010285",4519,323,4,1,0,6,3,3,16
"2010286",4520,568,11,4,0,9,14,1,14
"2010287",4521,258,2,0,1,1,6,3,7
"2010288",4522,294,3,2,0,0,12,3,6
"2010289",4523,55,3,0,0,3,1,1,1
"2010290",4524,35,0,0,0,0,1,0,0
"2010291",4525,151,2,0,1,3,1,5,10
"2010292",4526,116,4,3,0,3,5,2,3
"2010293",4527,200,1,2,0,1,6,4,5
"2010294",4528,241,2,4,1,0,5,0,8
"2010295",4529,98,0,0,1,1,4,1,4
"2010296",4530,91,2,0,0,0,3,1,4
"2010297",4531,81,1,0,0,6,1,3,5
"2010298",4532,171,2,1,0,2,1,10,7
"2010299",4533,76,3,1,2,1,3,1,0
"2010300",4534,106,0,0,1,0,4,2,5
"2010301",4535,40,5,0,1,4,0,2,2
"2010302",4536,75,3,1,0,5,0,1,2
"2010303",4537,184,2,1,1,2,8,8,5
"2010304",4538,272,1,0,0,0,6,5,5
"2010305",4539,171,7,2,0,7,5,4,12
"2010306",4540,156,0,1,1,1,11,1,6
"2010307",4541,161,0,1,1,0,3,3,10
"2010308",4542,114,4,1,0,0,0,0,6
"2010309",4543,164,0,1,0,1,5,2,4
"2010310",4544,121,0,1,0,1,3,3,7
"2010311",4545,123,1,0,0,0,5,5,6
"2010312",4546,164,2,0,0,3,3,9,12
"2010313",4547,0,0,0,0,0,0,0,0
"2010314",4548,129,3,3,1,1,4,4,6
"2010315",4549,233,4,0,0,1,7,5,8
"2010316",4550,189,1,1,1,0,4,2,7
"2010317",4551,70,2,2,0,0,2,1,1
"2010318",4552,613,6,9,0,2,12,3,19
"2010319",4553,308,4,2,1,3,14,2,10
"2010320",4554,30,2,0,0,1,2,1,0
"2010321",4555,63,3,0,0,8,0,1,5
"2010322",4556,86,0,2,0,0,1,0,3
"2010323",4557,126,0,1,1,1,0,2,7
"2010324",4558,292,3,3,1,2,10,5,12
"2010325",4559,127,2,0,1,7,4,3,8
"2010326",4560,22,2,0,0,2,1,1,0
"2010327",4561,222,6,1,0,3,6,1,6
"2010328",4562,58,4,0,0,2,0,1,3
"2010329",4563,80,2,3,0,4,1,0,6
"2010330",4564,168,1,2,0,5,3,7,13
"2010331",4565,193,0,1,0,2,5,6,13
"2010332",4566,324,4,3,1,4,12,2,8
"2010333",4567,152,1,0,0,1,4,2,4
"2010334",4568,37,0,0,0,1,0,0,0
"2010335",4569,59,4,1,1,0,0,3,2
"2010336",4570,285,5,1,1,1,7,3,14
"2010337",4571,80,2,1,0,0,0,2,3
"2010338",4572,204,3,2,3,7,2,2,12
"2010339",4573,152,8,1,1,5,5,2,5
"2010340",4574,141,2,1,3,2,1,0,7
"2010341",4575,39,0,0,1,3,1,2,5
"2010342",4576,44,2,0,0,1,1,1,0
"2010343",4577,90,8,0,2,6,2,1,6
"2010344",4578,115,2,3,1,1,0,2,6
"2010345",4579,69,3,1,0,1,1,4,9
"2010346",4580,0,0,0,0,0,0,0,0
"2010347",4581,117,3,1,1,5,0,3,4
"2010348",4582,73,2,0,0,2,2,0,6
"2010349",4583,65,1,0,1,1,3,1,2
"2010350",4584,321,3,3,2,1,13,8,14
"2010351",4585,148,0,0,0,0,7,1,2
"2010352",4586,81,2,3,1,4,2,0,4
"2010353",4587,345,6,5,5,5,8,1,9
"2010354",4588,339,4,3,0,2,7,0,13
"2010355",4589,248,4,3,0,2,6,2,13
"2010356",4590,210,0,1,2,3,3,3,14
"2010357",4591,140,0,1,3,1,2,5,7
"2010358",4592,63,3,2,0,2,3,1,1
"2010359",4593,110,2,2,1,1,3,1,8
"2010360",4594,428,1,2,1,2,12,5,12
"2010361",4595,115,5,0,0,2,4,9,20
"2010362",4596,201,2,1,1,0,7,8,15
"2010363",4597,212,0,4,1,3,6,2,10
"2010364",4598,97,1,0,1,3,2,2,6
"2010365",4599,393,1,2,0,1,1,2,9
"2010366",4600,174,5,1,2,4,6,2,6
"2010367",4601,152,3,1,1,1,4,3,4
"2010368",4602,72,0,0,0,1,3,0,1
"2010369",4603,33,0,0,0,0,1,2,3
"2010370",4604,97,0,1,1,1,4,0,5
"2010371",4605,74,5,1,1,2,4,0,4
"2010372",4606,134,0,3,0,0,2,2,2
"2010373",4607,15,0,1,0,1,0,0,0
"2010374",4608,35,1,0,1,1,1,2,1
"2010375",4609,66,4,2,4,5,3,3,3
"2010376",4610,56,0,1,0,3,1,1,4
"2010377",4611,17,0,1,0,0,0,0,1
"2010378",4612,96,1,1,0,1,4,2,3
"2010379",4613,273,3,2,0,2,8,3,6
"2010380",4614,451,4,7,0,4,10,5,24
"2010381",4615,142,6,2,1,1,5,1,8
"2010382",4616,55,1,2,1,1,1,2,4
"2010383",4617,130,3,1,1,6,2,0,8
"2010384",4618,350,1,1,5,1,11,2,12
"2010385",4619,134,0,1,0,0,2,4,2
"2010386",4620,68,0,0,0,3,1,1,0
"2010387",4621,145,2,4,3,1,10,4,8
"2010388",4622,233,3,1,0,1,1,4,3
"2010389",4623,43,1,2,0,3,2,2,12
"2010390",4624,328,2,4,2,1,9,1,9
"2010391",4625,137,1,1,0,1,4,1,2
"2010392",4626,186,3,2,0,0,4,2,2
"2010393",4627,60,0,0,0,2,1,1,2
"2010394",4628,16,0,0,0,3,0,1,2
"2010395",4629,133,0,0,0,1,1,1,3
"2010396",4630,386,2,1,3,4,2,0,13
"2010397",4631,24,1,0,1,0,0,0,0
"2010398",4632,216,2,3,1,0,5,8,6
"2010399",4633,166,2,1,1,0,3,0,11
"2010400",4634,0,0,0,0,0,0,0,0
"2010401",4635,191,3,3,4,3,5,4,4
"2010402",4636,457,7,4,1,5,5,3,11
"2010403",4637,273,2,1,0,1,5,6,9
"2010404",4638,72,7,0,1,3,0,0,4
"2010405",4639,148,0,1,0,0,3,4,3
"2010406",4640,72,1,0,0,2,1,1,0
"2010407",4641,246,5,0,1,1,9,3,10
"2010408",4642,24,2,0,0,1,0,0,1
"2010409",4643,41,1,1,1,2,0,1,4
"2010410",4644,63,0,2,0,1,1,2,3
"2010411",4645,90,4,1,2,5,2,0,4
"2010412",4646,43,0,1,1,0,0,2,1
"2010413",4647,308,2,3,1,5,6,2,10
"2010414",4648,73,0,0,1,2,1,0,6
"2010415",4649,112,1,2,0,2,3,0,5
"2010416",4650,167,5,0,2,1,4,9,11
"2010417",4651,76,0,0,1,0,6,0,3
"2010418",4652,153,3,2,1,6,0,3,2
"2010419",4653,77,0,1,2,2,4,3,6
"2010420",4654,128,3,2,0,1,2,0,5
"2010421",4655,225,5,3,0,3,5,6,4
"2010422",4656,493,2,8,2,8,10,4,13
"2010423",4657,26,1,0,1,0,0,0,1
"2010424",4658,79,3,0,0,1,1,4,5
"2010425",4659,71,2,0,0,1,1,1,2
"2010426",4660,61,1,0,0,3,1,5,3
"2010427",4661,62,2,0,4,0,3,2,0
"2010428",4662,102,6,1,2,4,3,3,3
"2010429",4663,124,3,2,0,2,3,2,4
"2010430",4664,39,4,1,0,1,4,2,6
"2010431",4665,124,8,2,1,5,5,6,7
"2010432",4666,40,1,0,0,0,1,4,0
"2010433",4667,22,0,0,0,0,0,1,0
"2010434",4668,127,1,1,0,2,4,2,3
"2010435",4669,312,1,0,1,0,3,7,12
"2010436",4670,336,2,3,0,4,10,6,16
"2010437",4671,160,1,1,1,1,6,1,5
"2010438",4672,186,2,0,0,3,5,2,6
"2010439",4673,199,1,0,0,1,5,12,5
"2010440",4674,126,1,1,0,0,4,14,7
"2010441",4675,81,0,0,2,1,2,7,5
"2010442",4676,163,2,1,0,2,6,4,8
"2010443",4677,52,0,0,0,0,1,1,4
"2010444",4678,162,3,1,1,2,3,7,10
"2010445",4679,128,2,0,0,0,1,2,5
"2010446",4680,10,1,0,0,1,0,0,0
"2010447",4681,113,0,0,0,1,3,1,3
"2010448",4682,348,2,2,1,1,9,5,13
"2010449",4683,0,0,0,0,0,0,0,0
"2010450",4684,249,5,2,1,1,7,4,9
"2010451",4685,117,1,3,0,0,7,0,5
"2010452",4686,88,3,1,0,1,5,5,8
"2010453",4687,102,0,2,0,0,3,2,2
"2010454",4688,267,2,1,1,3,8,0,7
"2010455",4689,136,1,1,0,0,2,0,2
"2010456",4690,138,3,2,3,2,3,1,9
"2010457",4691,0,0,0,0,0,0,0,0
"2010458",4692,274,4,4,1,1,4,1,7
"2010459",4693,211,0,1,3,1,4,4,7
"2010460",4694,334,6,2,2,7,3,0,8
"2010461",4695,429,1,2,2,1,5,3,10
"2010462",4696,373,3,2,0,1,10,2,10
"2010463",4697,97,1,1,1,1,3,2,7
"2010464",4698,108,1,2,1,1,7,2,6
"2010465",4699,243,2,2,0,0,6,5,10
"2010466",4700,338,2,1,1,5,8,8,8
"2010467",4701,127,0,1,1,3,5,3,3
"2010468",4702,225,2,1,1,3,5,7,8
"2010469",4703,119,0,0,1,0,5,3,2
"2010470",4704,25,0,0,0,0,3,0,2
"2010471",4705,64,1,1,1,0,2,0,0
"2010472",4706,201,1,2,0,1,7,9,8
"2010473",4707,150,1,1,0,1,1,1,9
"2010474",4708,49,0,0,0,1,0,4,4
"2010475",4709,64,0,0,0,2,0,3,2
"2010476",4710,60,1,0,0,3,0,0,3
"2010477",4711,174,5,2,2,2,4,8,11
"2010478",4712,165,4,0,0,2,5,4,7
"2010479",4713,154,1,0,0,0,5,5,8
"2010480",4714,122,1,2,0,1,3,3,4
"2010481",4715,89,0,1,0,4,3,1,7
"2010482",4716,154,4,0,1,1,3,2,9
"2010483",4717,269,3,3,0,5,6,4,11
"2010484",4718,173,2,2,1,5,2,6,9
"2010485",4719,145,4,0,0,1,4,1,4
"2010486",4720,166,4,0,0,1,0,3,8
"2010487",4721,142,4,1,2,3,8,2,4
"2010488",4722,123,4,1,1,2,3,0,0
"2010489",4723,222,3,2,0,1,4,1,2
"2010490",4724,245,2,2,0,2,9,6,10
"2010491",4725,176,3,1,1,4,7,13,15
"2010492",4726,151,1,0,0,0,2,2,7
"2010493",4727,182,6,2,0,6,3,7,7
"2010494",4728,230,5,5,3,5,3,2,10
"2010495",4729,143,2,0,0,1,6,8,6
"2010496",4730,90,5,1,1,2,2,2,5
"2010497",4731,34,1,0,0,0,0,1,1
"2010498",4732,114,2,0,0,1,10,4,3
"2010499",4733,189,0,1,0,2,3,2,4
"2010500",4734,171,2,4,1,1,1,0,8
"2010501",4735,295,4,2,1,1,10,5,9
"2010502",4736,42,0,1,1,1,1,1,0
"2010503",4737,97,1,0,0,0,1,2,2
"2010504",4738,180,2,1,1,3,2,3,4
"2010505",4739,347,7,5,0,2,10,3,15
"2010506",4740,466,4,0,0,4,7,1,11
"2010507",4741,68,1,1,0,1,3,1,4
"2010508",4742,185,3,0,0,4,6,1,4
"2010509",4743,49,0,1,0,0,0,2,5
"2010510",4744,267,1,2,2,3,4,12,9
"2010511",4745,135,0,0,0,1,1,5,3
"2010512",4746,180,3,0,0,4,3,4,10
"2010513",4747,163,0,1,1,0,5,5,13
"2010514",4748,167,2,2,0,2,5,6,7
"2010515",4749,115,3,1,0,3,5,5,10
"2010516",4750,132,2,1,3,0,4,1,2
"2010517",4751,111,1,2,1,2,1,2,4
"2010518",4752,222,8,1,1,3,7,5,7
"2010519",4753,102,1,1,0,0,0,1,6
"2010520",4754,8,0,1,0,0,0,0,1
"2010521",4755,121,1,1,0,2,2,3,7
"2010522",4756,125,1,1,0,0,3,4,7
"2010523",4757,171,1,3,0,1,1,1,5
"2010524",4758,250,7,4,1,5,3,9,7
"2010525",4759,461,4,3,0,2,11,0,17
"2010526",4760,27,0,3,0,2,0,0,2
"2010527",4761,14,0,0,0,0,1,0,0
"2010528",4762,133,3,2,0,0,2,1,4
"2010529",4763,66,1,1,1,1,3,0,5
"2010530",4764,34,4,0,0,4,1,1,3
"2010531",4765,64,1,0,0,1,3,1,6
"2010532",4766,31,1,1,0,0,0,0,2
"2010533",4767,33,2,1,0,2,0,0,2
"2010534",4768,52,1,0,1,2,0,0,2
"2010535",4769,5,1,1,0,3,0,0,0
"2010536",4770,186,5,0,2,5,5,2,3
"2010537",4771,169,2,0,0,1,6,7,7
"2010538",4772,262,0,1,1,1,4,2,5
"2010539",4773,102,2,2,0,2,1,5,6
"2010540",4774,290,1,2,1,1,4,6,8
"2010541",4775,140,0,3,2,0,3,1,7
"2010542",4776,253,4,1,1,8,6,0,16
"2010543",4777,84,6,0,2,2,4,4,4
"2010544",4778,25,0,0,0,0,0,1,0
"2010545",4779,153,2,0,0,3,4,7,5
"2010546",4780,65,1,0,0,0,3,1,1
"2010547",4781,88,0,0,0,0,0,2,1
"2010548",4782,111,3,1,0,0,3,1,7
"2010549",4783,246,6,4,0,7,10,0,9
"2010550",4784,150,1,2,3,5,6,5,10
"2010551",4785,120,1,0,1,0,1,7,3
"2010552",4786,141,2,1,2,1,3,1,8
"2010553",4787,130,4,0,2,1,2,2,8
"2010554",4788,142,1,3,1,2,2,2,2
"2010555",4789,138,0,0,0,0,1,1,3
"2010556",4790,78,4,1,2,3,4,3,2
"2010557",4791,91,1,1,0,1,1,2,2
"2010558",4792,100,3,0,2,2,1,3,8
"2010559",4793,268,5,0,1,1,4,6,10
"2010560",4794,61,4,0,2,6,0,1,0
"2010561",4795,98,7,0,1,2,2,0,1
"2010562",4796,57,4,1,0,2,1,0,1
"2010563",4797,150,1,1,0,1,6,2,5
"2010564",4798,315,1,3,1,1,2,6,14
"2010565",4799,34,3,1,0,1,0,0,1
"2010566",4800,200,5,2,0,2,8,7,7
"2010567",4801,190,3,2,0,5,4,2,4
"2010568",4802,204,4,1,1,4,2,3,16
"2010569",4803,333,3,5,1,3,13,15,14
"2010570",4804,123,1,2,0,1,2,4,10
"2010571",4805,21,1,0,1,2,1,1,4
"2010572",4806,188,3,2,1,3,2,5,14
"2010573",4807,183,2,1,0,4,5,2,4
"2010574",4808,30,2,0,1,1,0,0,0
"2010575",4809,171,3,0,0,0,3,2,12
"2010576",4810,359,3,0,2,3,10,3,17
"2010577",4811,125,2,1,0,0,3,1,7
"2010578",4812,253,1,1,1,0,6,2,9
"2010579",4813,38,1,0,0,2,1,0,2
"2010580",4814,100,0,2,0,1,2,1,1
"2010581",4815,147,1,4,0,1,1,0,2
"2010582",4816,145,3,0,1,0,3,1,4
"2010583",4817,135,1,3,0,2,2,0,0
"2010584",4818,419,2,6,1,4,8,0,4
"2010585",4819,250,4,7,3,6,3,1,4
"2010586",4820,115,0,1,1,6,2,1,3
"2010587",4821,244,3,1,0,6,2,3,8
"2010588",4822,241,1,3,2,4,4,5,9
"2010589",4823,73,1,1,0,2,4,1,2
"2010590",4824,111,0,1,0,0,2,2,2
"2010591",4825,59,3,0,1,6,3,1,6
"2010592",4826,135,4,0,0,2,1,2,4
"2010593",4827,201,6,1,1,3,4,3,6
"2010594",4828,222,3,2,1,2,8,3,5
"2010595",4829,102,2,1,0,5,6,2,4
"2010596",4830,195,5,0,1,1,3,2,18
"2010597",4831,100,2,1,0,3,3,1,2
"2010598",4832,109,4,3,1,2,1,3,9
"2010599",4833,37,0,0,0,0,0,0,1
"2010600",4834,242,1,5,1,3,7,13,14
"2010601",4835,206,3,2,0,2,2,11,7
"2010602",4836,46,0,0,2,0,2,2,1
"2010603",4837,105,0,1,0,1,2,1,9
"2010604",4838,92,2,4,1,0,2,1,4
"2010605",4839,189,3,3,0,3,2,0,7
"2010606",4840,86,0,1,0,1,4,0,6
"2010607",4841,68,1,3,0,0,3,0,3
"2010608",4842,9,0,0,0,1,2,0,2
"2010609",4843,276,2,2,2,1,3,3,9
"2010610",4844,90,4,2,0,4,2,1,4
"2010611",4845,262,4,5,0,4,2,2,7
"2010612",4846,144,0,0,0,2,8,7,3
"2010613",4847,194,3,3,2,1,3,1,8
"2010614",4848,283,3,3,2,1,5,4,6
"2010615",4849,172,1,0,0,4,5,1,7
"2010616",4850,160,3,1,0,3,6,6,2
"2010617",4851,208,5,1,0,6,5,5,10
"2010618",4852,154,0,0,2,1,5,6,10
"2010619",4853,230,2,1,0,1,9,10,12
"2010620",4854,215,1,4,2,0,5,7,15
"2010621",4855,46,1,0,0,0,2,4,7
"2010622",4856,254,3,4,3,2,6,5,2
"2010623",4857,208,2,0,1,1,4,11,15
"2010624",4858,167,1,1,1,0,6,0,4
"2010625",4859,234,2,3,1,2,7,4,11
"2010626",4860,330,4,2,1,7,7,6,18
"2010627",4861,105,4,2,1,4,5,2,5
"2010628",4862,79,3,0,0,0,4,2,6
"2010629",4863,23,1,0,0,1,0,0,0
"2010630",4864,760,4,10,5,4,13,10,22
"2010631",4865,145,3,1,1,0,4,6,6
"2010632",4866,0,0,0,0,0,0,0,0
"2010633",4867,233,3,4,2,1,1,4,7
"2010634",4868,134,2,1,1,1,3,0,7
"2010635",4869,116,3,1,1,1,2,3,7
"2010636",4870,43,0,0,0,0,1,0,2
"2010637",4871,240,7,1,3,10,2,3,11
"2010638",4872,187,8,5,0,3,8,1,12
"2010639",4873,77,1,2,0,0,1,0,2
"2010640",4874,204,5,2,2,4,0,2,8
"2010641",4875,137,1,0,0,2,4,0,10
"2010642",4876,90,0,1,0,1,0,1,1
"2010643",4877,207,6,2,0,3,6,5,10
"2010644",4878,174,1,2,2,1,4,18,14
"2010645",4879,158,2,3,1,0,3,11,7
"2010646",4880,161,7,2,1,0,3,6,4
"2010647",4881,148,5,3,3,6,9,11,12
"2010648",4882,180,1,0,0,2,2,9,7
"2010649",4883,242,5,3,1,5,4,6,12
"2010650",4884,185,2,1,0,3,2,5,4
"2010651",4885,156,4,2,1,2,1,1,4
"2010652",4886,366,2,3,0,1,4,2,6
"2010653",4887,41,0,1,0,3,1,1,1
"2010654",4888,188,3,2,1,1,1,2,6
"2010655",4889,178,0,2,0,3,4,7,4
"2010656",4890,10,1,0,0,0,0,0,0
"2010657",4891,152,0,4,1,1,3,1,6
"2010658",4892,131,3,2,0,1,4,1,7
"2010659",4893,175,1,3,0,0,5,0,9
"2010660",4894,426,2,5,2,4,12,6,14
"2010661",4895,216,3,1,0,2,3,3,11
"2010662",4896,67,2,0,1,0,2,5,0
"2010663",4897,109,0,0,2,0,0,2,2
"2010664",4898,105,8,0,1,8,1,1,8
"2010665",4899,78,2,0,0,1,2,1,1
"2010666",4900,0,0,0,0,0,0,0,0
"2010667",4901,112,0,1,0,1,1,0,2
"2010668",4902,177,2,1,1,0,3,12,7
"2010669",4903,193,2,0,2,1,4,2,11
"2010670",4904,155,1,0,0,0,7,1,1
"2010671",4905,174,4,2,2,2,1,2,11
"2010672",4906,117,4,2,1,1,4,4,12
"2010673",4907,87,1,1,1,1,2,0,4
"2010674",4908,193,2,1,1,3,7,1,9
"2010675A",4909,88,1,1,1,1,3,0,4
"2010675B",4910,0,0,0,0,0,0,0,0
"2010676",4911,98,2,0,3,5,2,3,4
"2010677",4912,53,1,0,2,5,3,4,1
"2010678",4913,242,4,1,1,1,3,2,8
"2010679",4914,42,1,0,0,0,1,0,3
"2010680",4915,19,0,0,0,1,1,1,3
"2010681",4916,6,0,0,1,0,0,1,1
"2010682",4917,123,5,1,0,4,0,3,6
"2010683",4918,9,0,0,0,0,0,0,0
"2010684",4919,130,3,3,1,2,4,23,8
"2010685",4920,18,0,0,0,0,0,0,0
"2010686",4921,5,0,0,0,0,0,0,1
"2010687",4922,168,2,1,0,4,8,3,4
"2010688",4923,195,1,0,0,0,4,3,11
"2010689",4924,134,7,0,0,3,5,3,12
"2010690",4925,134,0,0,1,0,5,3,11
"2010691",4926,153,1,0,0,0,6,0,7
"2010692",4927,145,2,0,1,3,3,2,3
"2010693",4928,105,1,0,1,2,1,2,1
"2010694",4929,90,2,0,0,1,0,7,11
"2010695",4930,48,1,1,0,1,0,1,3
"2010696",4931,54,0,1,1,5,0,2,5
"2010697",4932,217,6,2,1,1,7,1,9
"2010698",4933,164,4,0,0,2,3,0,4
"2010699",4934,167,1,1,0,1,2,10,3
"2010700",4935,43,0,0,0,1,0,2,2
"2010701",4936,9,2,0,0,4,1,0,1
"2010702",4937,40,3,0,0,3,1,0,1
"2010703",4938,196,2,0,0,0,5,2,6
"2010704",4939,87,1,0,0,0,1,0,2
"2010705",4940,25,2,0,0,0,0,0,0
"2010706",4941,160,3,1,0,1,5,16,16
"2010707",4942,54,0,1,0,1,1,4,2
"2010708",4943,13,0,0,0,2,0,0,1
"2010709",4944,238,2,2,5,0,4,6,10
"2010710",4945,288,3,1,1,1,7,4,9
"2010711",4946,284,5,1,5,2,8,20,14
"2010712",4947,194,6,2,1,3,3,0,7
"2010713",4948,99,3,1,0,2,4,1,1
"2010714",4949,4,1,0,0,0,1,0,0
"2010715",4950,26,2,1,3,0,0,0,0
"2010716",4951,112,1,0,0,0,5,0,2
"2010717",4952,235,1,4,2,2,2,2,5
"2010718",4953,189,3,1,0,2,4,27,10
"2010719",4954,44,2,0,0,4,1,0,0
"2010720",4955,100,1,0,0,0,2,1,2
"2010721",4956,214,0,2,1,3,5,6,6
"2010722",4957,507,8,3,5,7,9,4,18
"2010723",4958,298,6,5,0,3,2,0,6
"2010724",4959,59,0,0,0,0,1,4,3
"2010725",4960,136,3,0,1,1,8,0,2
"2010726",4961,44,1,0,0,0,0,0,2
"2010727",4962,59,0,2,0,2,3,0,4
"2010728",4963,48,0,0,1,1,1,0,1
"2010729",4964,14,0,1,0,0,0,1,2
"2010730",4965,172,1,0,0,0,3,14,3
"2010731",4966,73,4,0,2,2,2,0,8
"2010732",4967,118,2,1,1,1,1,3,5
"2010733",4968,3,0,0,0,0,0,0,0
"2010734",4969,120,2,1,0,0,3,2,3
"2010735",4970,97,2,2,4,1,2,2,6
"2010736",4971,282,3,0,0,2,6,2,5
"2010737",4972,0,0,0,0,0,0,0,0
"2010738",4973,52,0,1,0,0,1,0,2
"2010739",4974,77,2,0,0,2,4,0,0
"2010740",4975,4,0,0,0,0,0,0,1
"2010741",4976,132,3,0,4,5,3,3,4
"2010742",4977,41,1,0,0,0,0,11,2
"2010743",4978,1,0,0,0,0,2,0,3
"2010744",4979,143,2,0,0,0,6,5,4
"2010745",4980,156,3,0,1,4,3,5,11
"2010746",4981,31,0,1,0,2,1,3,3
"2010747",4982,228,2,2,1,3,1,3,8
"2010748",4983,56,1,0,0,0,5,5,4
"2010749",4984,17,1,0,0,2,0,1,0
"2010750",4985,25,0,0,0,0,2,1,0
"2010751",4986,86,2,2,0,1,5,1,4
"2010752",4987,43,0,0,0,0,1,0,0
"2010753",4988,42,1,2,0,0,2,0,1
"2010754",4989,75,1,0,0,0,0,1,6
"2010755",4990,107,5,0,4,1,1,2,9
"2010756",4991,138,4,2,0,2,2,1,4
"2010757",4992,342,4,2,4,2,3,9,11
"2010758",4993,83,1,0,1,0,1,3,7
"2010759",4994,116,3,3,2,0,5,5,6
"2010760",4995,108,0,1,0,1,3,0,3
