CNTYVTD,VTDKEY,BidenD_24P_President,CornejoD_24P_President,LockeD_24P_President,LozadaD_24P_President,PerezD_24P_President,PhillipsD_24P_President,UygurD_24P_President,WilliamsonD_24P_President,BidenD_24P_President_Percentage,CornejoD_24P_President_Percentage,LockeD_24P_President_Percentage,LozadaD_24P_President_Percentage,PerezD_24P_President_Percentage,PhillipsD_24P_President_Percentage,UygurD_24P_President_Percentage,WilliamsonD_24P_President_Percentage
1590102,3810,5,0,0,1,0,0,0,0,0.8333333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0
1590201,3811,7,0,0,0,0,0,1,0,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
1590202,3812,20,0,1,1,0,3,1,0,0.7692307692307693,0.0,0.038461538461538464,0.038461538461538464,0.0,0.11538461538461539,0.038461538461538464,0.0
1590301,3813,15,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1590302,3814,17,0,1,0,0,0,0,1,0.8947368421052632,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842
1590401,3815,29,0,0,0,0,1,0,2,0.90625,0.0,0.0,0.0,0.0,0.03125,0.0,0.0625
1590402,3816,8,0,0,0,0,0,0,1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
1610001,3817,34,1,1,0,1,0,0,0,0.918918918918919,0.02702702702702703,0.02702702702702703,0.0,0.02702702702702703,0.0,0.0,0.0
1610002,3818,37,0,0,1,1,1,1,0,0.9024390243902439,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.024390243902439025,0.0
1610003,3819,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610004,3820,7,0,0,0,1,0,0,0,0.875,0.0,0.0,0.0,0.125,0.0,0.0,0.0
1610004,3821,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610005,3822,43,0,0,0,0,2,0,3,0.8958333333333334,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.0625
1610005,3823,20,1,0,1,1,1,1,2,0.7407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.07407407407407407
1610006,3824,5,0,0,0,0,1,0,0,0.8333333333333334,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
1610006,3825,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610006,3826,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610007,3827,7,0,0,0,0,0,0,1,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125
1610007,3828,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610008,3829,9,1,0,0,0,0,0,1,0.8181818181818182,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.09090909090909091
1610009,3830,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610009,3831,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610009,3832,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610010,3833,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610011,3834,25,0,0,0,2,1,0,2,0.8333333333333334,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.06666666666666667
1610011,3835,18,0,0,0,2,1,0,2,0.782608695652174,0.0,0.0,0.0,0.08695652173913043,0.043478260869565216,0.0,0.08695652173913043
1610011,3836,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610013,3837,18,0,0,1,1,1,0,0,0.8571428571428571,0.0,0.0,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.0,0.0
1610015,3838,8,0,0,0,0,0,0,1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
1630001,3839,165,19,7,7,28,20,6,13,0.6226415094339622,0.07169811320754717,0.026415094339622643,0.026415094339622643,0.10566037735849057,0.07547169811320754,0.022641509433962263,0.04905660377358491
1630002,3840,111,15,5,6,34,13,1,7,0.578125,0.078125,0.026041666666666668,0.03125,0.17708333333333334,0.06770833333333333,0.005208333333333333,0.036458333333333336
1630003,3841,90,4,0,1,22,5,1,4,0.7086614173228346,0.031496062992125984,0.0,0.007874015748031496,0.1732283464566929,0.03937007874015748,0.007874015748031496,0.031496062992125984
1630004,3842,124,11,11,1,26,21,1,10,0.6048780487804878,0.05365853658536585,0.05365853658536585,0.004878048780487805,0.12682926829268293,0.1024390243902439,0.004878048780487805,0.04878048780487805
1630005,3843,38,0,0,0,1,3,0,1,0.8837209302325582,0.0,0.0,0.0,0.023255813953488372,0.06976744186046512,0.0,0.023255813953488372
1630006,3844,27,1,3,1,2,3,0,3,0.675,0.025,0.075,0.025,0.05,0.075,0.0,0.075
1630008,3845,123,16,5,7,30,13,0,4,0.6212121212121212,0.08080808080808081,0.025252525252525252,0.03535353535353535,0.15151515151515152,0.06565656565656566,0.0,0.020202020202020204
1630009,3846,100,7,3,2,9,4,0,3,0.78125,0.0546875,0.0234375,0.015625,0.0703125,0.03125,0.0,0.0234375
1630010,3847,52,8,5,4,5,11,1,7,0.5591397849462365,0.08602150537634409,0.053763440860215055,0.043010752688172046,0.053763440860215055,0.11827956989247312,0.010752688172043012,0.07526881720430108
1650002,3848,8,1,0,0,2,1,0,0,0.6666666666666666,0.08333333333333333,0.0,0.0,0.16666666666666666,0.08333333333333333,0.0,0.0
1650003,3849,4,1,0,0,0,1,0,0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.0
1650004,3850,4,0,1,0,0,1,1,1,0.5,0.0,0.125,0.0,0.0,0.125,0.125,0.125
1650005,3851,3,0,0,0,0,2,0,0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1650006,3852,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1650008,3853,16,2,1,0,4,1,0,0,0.6666666666666666,0.08333333333333333,0.041666666666666664,0.0,0.16666666666666666,0.041666666666666664,0.0,0.0
1650009,3854,3,0,0,0,0,2,0,0,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0
1670137,3855,81,0,1,1,1,3,0,1,0.9204545454545454,0.0,0.011363636363636364,0.011363636363636364,0.011363636363636364,0.03409090909090909,0.0,0.011363636363636364
1670142,3856,194,4,1,0,3,2,1,7,0.9150943396226415,0.018867924528301886,0.0047169811320754715,0.0,0.014150943396226415,0.009433962264150943,0.0047169811320754715,0.0330188679245283
1670143,3857,66,0,1,0,3,2,1,1,0.8918918918918919,0.0,0.013513513513513514,0.0,0.04054054054054054,0.02702702702702703,0.013513513513513514,0.013513513513513514
1670144,3858,99,2,0,0,1,1,0,2,0.9428571428571428,0.01904761904761905,0.0,0.0,0.009523809523809525,0.009523809523809525,0.0,0.01904761904761905
1670146,3859,150,2,1,1,2,1,1,3,0.9316770186335404,0.012422360248447204,0.006211180124223602,0.006211180124223602,0.012422360248447204,0.006211180124223602,0.006211180124223602,0.018633540372670808
1670148,3860,137,4,2,0,1,1,0,7,0.9013157894736842,0.02631578947368421,0.013157894736842105,0.0,0.006578947368421052,0.006578947368421052,0.0,0.046052631578947366
1670150,3861,125,2,1,1,1,1,1,1,0.9398496240601504,0.015037593984962405,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203,0.007518796992481203
1670151,3862,105,2,0,0,2,0,0,2,0.9459459459459459,0.018018018018018018,0.0,0.0,0.018018018018018018,0.0,0.0,0.018018018018018018
1670152,3863,66,1,0,0,1,1,1,1,0.9295774647887324,0.014084507042253521,0.0,0.0,0.014084507042253521,0.014084507042253521,0.014084507042253521,0.014084507042253521
1670159,3864,135,1,5,0,0,1,2,4,0.9121621621621622,0.006756756756756757,0.033783783783783786,0.0,0.0,0.006756756756756757,0.013513513513513514,0.02702702702702703
1670165,3865,61,2,0,0,2,0,1,2,0.8970588235294118,0.029411764705882353,0.0,0.0,0.029411764705882353,0.0,0.014705882352941176,0.029411764705882353
1670166,3866,110,2,1,0,0,3,0,1,0.9401709401709402,0.017094017094017096,0.008547008547008548,0.0,0.0,0.02564102564102564,0.0,0.008547008547008548
1670167,3867,84,3,1,0,1,3,4,2,0.8571428571428571,0.030612244897959183,0.01020408163265306,0.0,0.01020408163265306,0.030612244897959183,0.04081632653061224,0.02040816326530612
1670168,3868,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670172,3869,23,0,0,1,0,0,0,0,0.9583333333333334,0.0,0.0,0.041666666666666664,0.0,0.0,0.0,0.0
1670173,3870,38,0,0,1,0,0,0,0,0.9743589743589743,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0
1670185,3871,72,1,0,0,1,4,3,2,0.8674698795180723,0.012048192771084338,0.0,0.0,0.012048192771084338,0.04819277108433735,0.03614457831325301,0.024096385542168676
1670191,3872,97,0,1,0,0,6,1,1,0.9150943396226415,0.0,0.009433962264150943,0.0,0.0,0.05660377358490566,0.009433962264150943,0.009433962264150943
1670193,3873,109,0,0,0,0,2,0,1,0.9732142857142857,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.008928571428571428
1670196,3874,111,1,0,0,0,3,0,4,0.9327731092436975,0.008403361344537815,0.0,0.0,0.0,0.025210084033613446,0.0,0.03361344537815126
1670197,3875,26,1,0,0,0,1,0,2,0.8666666666666667,0.03333333333333333,0.0,0.0,0.0,0.03333333333333333,0.0,0.06666666666666667
1670202,3876,102,3,1,0,0,0,0,2,0.9444444444444444,0.027777777777777776,0.009259259259259259,0.0,0.0,0.0,0.0,0.018518518518518517
1670203,3877,37,0,0,0,0,0,0,2,0.9487179487179487,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205128
1670204,3878,21,0,0,0,1,0,1,2,0.84,0.0,0.0,0.0,0.04,0.0,0.04,0.08
1670206,3879,232,1,0,1,4,4,2,10,0.9133858267716536,0.003937007874015748,0.0,0.003937007874015748,0.015748031496062992,0.015748031496062992,0.007874015748031496,0.03937007874015748
1670211,3880,71,1,1,0,0,1,1,8,0.8554216867469879,0.012048192771084338,0.012048192771084338,0.0,0.0,0.012048192771084338,0.012048192771084338,0.0963855421686747
1670214,3881,332,3,0,1,3,5,2,6,0.9431818181818182,0.008522727272727272,0.0,0.002840909090909091,0.008522727272727272,0.014204545454545454,0.005681818181818182,0.017045454545454544
1670215,3882,298,1,2,0,3,2,1,9,0.9430379746835443,0.0031645569620253164,0.006329113924050633,0.0,0.00949367088607595,0.006329113924050633,0.0031645569620253164,0.028481012658227847
1670216,3883,113,2,1,0,0,0,2,3,0.9338842975206612,0.01652892561983471,0.008264462809917356,0.0,0.0,0.0,0.01652892561983471,0.024793388429752067
1670218,3884,225,2,2,1,4,1,2,9,0.9146341463414634,0.008130081300813009,0.008130081300813009,0.0040650406504065045,0.016260162601626018,0.0040650406504065045,0.008130081300813009,0.036585365853658534
1670221,3885,96,0,0,1,0,2,0,3,0.9411764705882353,0.0,0.0,0.00980392156862745,0.0,0.0196078431372549,0.0,0.029411764705882353
1670223,3886,173,3,2,1,2,3,0,9,0.8963730569948186,0.015544041450777202,0.010362694300518135,0.0051813471502590676,0.010362694300518135,0.015544041450777202,0.0,0.046632124352331605
1670224,3887,181,5,0,1,0,4,2,4,0.9187817258883249,0.025380710659898477,0.0,0.005076142131979695,0.0,0.02030456852791878,0.01015228426395939,0.02030456852791878
1670225,3888,80,1,0,0,0,0,0,1,0.975609756097561,0.012195121951219513,0.0,0.0,0.0,0.0,0.0,0.012195121951219513
1670226,3889,90,1,3,0,0,2,0,9,0.8571428571428571,0.009523809523809525,0.02857142857142857,0.0,0.0,0.01904761904761905,0.0,0.08571428571428572
1670227,3890,75,3,0,0,1,5,0,2,0.872093023255814,0.03488372093023256,0.0,0.0,0.011627906976744186,0.05813953488372093,0.0,0.023255813953488372
1670230,3891,173,2,1,0,4,1,1,7,0.9153439153439153,0.010582010582010581,0.005291005291005291,0.0,0.021164021164021163,0.005291005291005291,0.005291005291005291,0.037037037037037035
1670245,3892,54,0,0,0,0,1,0,3,0.9310344827586207,0.0,0.0,0.0,0.0,0.017241379310344827,0.0,0.05172413793103448
1670274,3893,39,0,0,0,0,1,0,2,0.9285714285714286,0.0,0.0,0.0,0.0,0.023809523809523808,0.0,0.047619047619047616
1670275,3894,12,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670276,3895,129,2,0,0,1,1,1,2,0.9485294117647058,0.014705882352941176,0.0,0.0,0.007352941176470588,0.007352941176470588,0.007352941176470588,0.014705882352941176
1670277,3896,35,1,0,0,0,1,1,2,0.875,0.025,0.0,0.0,0.0,0.025,0.025,0.05
1670278,3897,55,0,1,0,0,1,0,5,0.8870967741935484,0.0,0.016129032258064516,0.0,0.0,0.016129032258064516,0.0,0.08064516129032258
1670333,3898,117,2,1,0,0,3,10,8,0.8297872340425532,0.014184397163120567,0.0070921985815602835,0.0,0.0,0.02127659574468085,0.07092198581560284,0.05673758865248227
1670340,3899,52,0,1,0,0,2,1,2,0.896551724137931,0.0,0.017241379310344827,0.0,0.0,0.034482758620689655,0.017241379310344827,0.034482758620689655
1670341,3900,53,0,0,0,1,1,1,2,0.9137931034482759,0.0,0.0,0.0,0.017241379310344827,0.017241379310344827,0.017241379310344827,0.034482758620689655
1670353,3901,142,1,0,0,1,2,2,7,0.9161290322580645,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.012903225806451613,0.012903225806451613,0.04516129032258064
1670354,3902,176,0,0,0,2,1,5,7,0.9214659685863874,0.0,0.0,0.0,0.010471204188481676,0.005235602094240838,0.02617801047120419,0.03664921465968586
1670355,3903,112,1,1,0,1,1,0,5,0.9256198347107438,0.008264462809917356,0.008264462809917356,0.0,0.008264462809917356,0.008264462809917356,0.0,0.04132231404958678
1670356,3904,111,0,0,0,0,2,1,6,0.925,0.0,0.0,0.0,0.0,0.016666666666666666,0.008333333333333333,0.05
1670357,3905,110,0,0,0,0,2,1,3,0.9482758620689655,0.0,0.0,0.0,0.0,0.017241379310344827,0.008620689655172414,0.02586206896551724
1670363,3906,88,1,0,0,0,2,1,1,0.946236559139785,0.010752688172043012,0.0,0.0,0.0,0.021505376344086023,0.010752688172043012,0.010752688172043012
1670364,3907,97,0,0,0,0,5,1,3,0.9150943396226415,0.0,0.0,0.0,0.0,0.04716981132075472,0.009433962264150943,0.02830188679245283
1670370,3908,85,3,1,0,0,1,1,3,0.9042553191489362,0.031914893617021274,0.010638297872340425,0.0,0.0,0.010638297872340425,0.010638297872340425,0.031914893617021274
1670371,3909,79,1,1,0,0,3,6,4,0.8404255319148937,0.010638297872340425,0.010638297872340425,0.0,0.0,0.031914893617021274,0.06382978723404255,0.0425531914893617
1670384,3910,56,1,0,1,0,0,2,2,0.9032258064516129,0.016129032258064516,0.0,0.016129032258064516,0.0,0.0,0.03225806451612903,0.03225806451612903
1670386,3911,76,0,0,0,0,2,2,2,0.926829268292683,0.0,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.024390243902439025
1670387,3912,96,2,1,0,1,3,1,2,0.9056603773584906,0.018867924528301886,0.009433962264150943,0.0,0.009433962264150943,0.02830188679245283,0.009433962264150943,0.018867924528301886
1670388,3913,110,3,0,0,2,3,4,2,0.8870967741935484,0.024193548387096774,0.0,0.0,0.016129032258064516,0.024193548387096774,0.03225806451612903,0.016129032258064516
1670389,3914,50,2,0,0,0,2,0,3,0.8771929824561403,0.03508771929824561,0.0,0.0,0.0,0.03508771929824561,0.0,0.05263157894736842
1670390,3915,112,5,0,0,1,1,2,3,0.9032258064516129,0.04032258064516129,0.0,0.0,0.008064516129032258,0.008064516129032258,0.016129032258064516,0.024193548387096774
1670392,3916,23,1,0,0,0,2,1,0,0.8518518518518519,0.037037037037037035,0.0,0.0,0.0,0.07407407407407407,0.037037037037037035,0.0
1670398,3917,21,0,0,1,2,0,0,1,0.84,0.0,0.0,0.04,0.08,0.0,0.0,0.04
1670399,3918,16,1,1,0,0,0,0,0,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.0
1670401,3919,43,1,0,0,1,0,0,0,0.9555555555555556,0.022222222222222223,0.0,0.0,0.022222222222222223,0.0,0.0,0.0
1670412,3920,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670419,3921,169,3,1,0,1,1,1,5,0.9337016574585635,0.016574585635359115,0.0055248618784530384,0.0,0.0055248618784530384,0.0055248618784530384,0.0055248618784530384,0.027624309392265192
1670420,3922,108,0,2,0,1,1,1,3,0.9310344827586207,0.0,0.017241379310344827,0.0,0.008620689655172414,0.008620689655172414,0.008620689655172414,0.02586206896551724
1670422,3923,60,1,1,0,1,1,0,2,0.9090909090909091,0.015151515151515152,0.015151515151515152,0.0,0.015151515151515152,0.015151515151515152,0.0,0.030303030303030304
1670428,3924,68,0,3,1,2,2,0,1,0.8831168831168831,0.0,0.03896103896103896,0.012987012987012988,0.025974025974025976,0.025974025974025976,0.0,0.012987012987012988
1670429,3925,64,0,0,0,1,1,0,3,0.927536231884058,0.0,0.0,0.0,0.014492753623188406,0.014492753623188406,0.0,0.043478260869565216
1670431,3926,309,4,2,1,0,7,1,6,0.9363636363636364,0.012121212121212121,0.006060606060606061,0.0030303030303030303,0.0,0.021212121212121213,0.0030303030303030303,0.01818181818181818
1670432,3927,117,1,0,0,1,1,0,1,0.9669421487603306,0.008264462809917356,0.0,0.0,0.008264462809917356,0.008264462809917356,0.0,0.008264462809917356
1670434,3928,124,2,0,0,1,2,1,2,0.9393939393939394,0.015151515151515152,0.0,0.0,0.007575757575757576,0.015151515151515152,0.007575757575757576,0.015151515151515152
1670435,3929,121,2,1,0,0,2,0,1,0.952755905511811,0.015748031496062992,0.007874015748031496,0.0,0.0,0.015748031496062992,0.0,0.007874015748031496
1670436,3930,418,2,2,0,2,7,1,3,0.960919540229885,0.004597701149425287,0.004597701149425287,0.0,0.004597701149425287,0.016091954022988506,0.0022988505747126436,0.006896551724137931
1670438,3931,281,3,0,0,2,4,4,5,0.939799331103679,0.010033444816053512,0.0,0.0,0.006688963210702341,0.013377926421404682,0.013377926421404682,0.016722408026755852
1670439,3932,143,4,3,1,1,2,4,7,0.8666666666666667,0.024242424242424242,0.01818181818181818,0.006060606060606061,0.006060606060606061,0.012121212121212121,0.024242424242424242,0.04242424242424243
1670458,3933,20,0,0,0,0,1,0,0,0.9523809523809523,0.0,0.0,0.0,0.0,0.047619047619047616,0.0,0.0
1670460,3934,94,1,1,0,0,0,2,2,0.94,0.01,0.01,0.0,0.0,0.0,0.02,0.02
1670461,3935,96,0,0,0,0,0,4,1,0.9504950495049505,0.0,0.0,0.0,0.0,0.0,0.039603960396039604,0.009900990099009901
1670462,3936,70,1,0,1,1,1,10,5,0.7865168539325843,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.011235955056179775,0.11235955056179775,0.056179775280898875
1670479,3937,20,0,0,0,1,2,0,0,0.8695652173913043,0.0,0.0,0.0,0.043478260869565216,0.08695652173913043,0.0,0.0
1670480,3938,103,2,1,1,2,0,0,5,0.9035087719298246,0.017543859649122806,0.008771929824561403,0.008771929824561403,0.017543859649122806,0.0,0.0,0.043859649122807015
1670481,3939,3,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670482,3940,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1670483,3941,128,2,0,0,2,3,3,5,0.8951048951048951,0.013986013986013986,0.0,0.0,0.013986013986013986,0.02097902097902098,0.02097902097902098,0.03496503496503497
1670492,3942,59,1,0,0,0,4,0,1,0.9076923076923077,0.015384615384615385,0.0,0.0,0.0,0.06153846153846154,0.0,0.015384615384615385
1670495,3943,50,0,0,0,0,2,0,2,0.9259259259259259,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.037037037037037035
1672301,3944,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672321,3945,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1672323,3946,6,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674191,3947,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674322,3948,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1674391,3949,1,0,0,0,0,1,0,0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0
1674801,3950,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690001,3951,6,1,1,0,0,1,0,0,0.6666666666666666,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0
1690002,3952,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1690003,3953,7,0,0,0,1,0,0,1,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.1111111111111111
1690004,3954,7,0,0,0,2,0,0,0,0.7777777777777778,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0
1690005,3955,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1690006,3956,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710001,3957,77,1,0,0,1,2,0,1,0.9390243902439024,0.012195121951219513,0.0,0.0,0.012195121951219513,0.024390243902439025,0.0,0.012195121951219513
1710002,3958,79,0,0,1,1,2,0,4,0.9080459770114943,0.0,0.0,0.011494252873563218,0.011494252873563218,0.022988505747126436,0.0,0.04597701149425287
1710003,3959,31,0,0,0,0,1,0,0,0.96875,0.0,0.0,0.0,0.0,0.03125,0.0,0.0
1710004,3960,152,0,0,1,3,3,0,2,0.9440993788819876,0.0,0.0,0.006211180124223602,0.018633540372670808,0.018633540372670808,0.0,0.012422360248447204
1710005,3961,36,0,0,0,1,1,0,3,0.8780487804878049,0.0,0.0,0.0,0.024390243902439025,0.024390243902439025,0.0,0.07317073170731707
1710006,3962,18,0,0,0,0,0,1,1,0.9,0.0,0.0,0.0,0.0,0.0,0.05,0.05
1710007,3963,94,0,0,0,0,1,0,1,0.9791666666666666,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.010416666666666666
1710008,3964,6,0,0,0,0,2,0,0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0
1710009,3965,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710010,3966,31,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1710012,3967,81,1,0,0,0,1,0,3,0.9418604651162791,0.011627906976744186,0.0,0.0,0.0,0.011627906976744186,0.0,0.03488372093023256
1710013,3968,45,0,0,0,0,2,0,2,0.9183673469387755,0.0,0.0,0.0,0.0,0.04081632653061224,0.0,0.04081632653061224
1710015,3969,43,0,0,0,0,0,0,3,0.9347826086956522,0.0,0.0,0.0,0.0,0.0,0.0,0.06521739130434782
1730001,3970,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730002,3971,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730003,3972,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1730004,3973,2,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750011,3974,26,2,0,0,8,0,0,3,0.6666666666666666,0.05128205128205128,0.0,0.0,0.20512820512820512,0.0,0.0,0.07692307692307693
1750012,3975,5,0,0,0,0,0,0,1,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666
1750021,3976,47,1,0,0,0,0,0,2,0.94,0.02,0.0,0.0,0.0,0.0,0.0,0.04
1750022,3977,7,0,0,0,0,0,0,1,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.125
1750031,3978,14,0,0,1,0,1,0,0,0.875,0.0,0.0,0.0625,0.0,0.0625,0.0,0.0
1750032,3979,7,0,0,0,0,0,1,0,0.875,0.0,0.0,0.0,0.0,0.0,0.125,0.0
1750041,3980,7,0,0,0,1,1,0,0,0.7777777777777778,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0
1750042,3981,7,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1750043,3982,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770001,3983,49,0,0,1,3,3,0,2,0.8448275862068966,0.0,0.0,0.017241379310344827,0.05172413793103448,0.05172413793103448,0.0,0.034482758620689655
1770002,3984,35,0,0,1,0,1,0,3,0.875,0.0,0.0,0.025,0.0,0.025,0.0,0.075
1770003,3985,29,1,0,0,3,2,0,0,0.8285714285714286,0.02857142857142857,0.0,0.0,0.08571428571428572,0.05714285714285714,0.0,0.0
1770005,3986,14,0,0,0,1,1,0,0,0.875,0.0,0.0,0.0,0.0625,0.0625,0.0,0.0
1770007,3987,3,0,0,0,0,1,1,0,0.6,0.0,0.0,0.0,0.0,0.2,0.2,0.0
1770008,3988,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770009,3989,28,1,0,0,5,3,1,0,0.7368421052631579,0.02631578947368421,0.0,0.0,0.13157894736842105,0.07894736842105263,0.02631578947368421,0.0
1770010,3990,2,0,0,0,1,0,0,1,0.5,0.0,0.0,0.0,0.25,0.0,0.0,0.25
1770011,3991,1,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770012,3992,9,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770013,3993,7,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770014,3994,4,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1770015,3995,1,0,0,0,0,0,0,1,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5
177046,3996,27,0,0,0,2,1,0,0,0.9,0.0,0.0,0.0,0.06666666666666667,0.03333333333333333,0.0,0.0
1790001,3997,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1790002,3998,12,0,1,0,2,0,0,2,0.7058823529411765,0.0,0.058823529411764705,0.0,0.11764705882352941,0.0,0.0,0.11764705882352941
1790003,3999,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790004,4000,5,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1790005,4001,14,0,0,0,1,6,3,0,0.5833333333333334,0.0,0.0,0.0,0.041666666666666664,0.25,0.125,0.0
1790006,4002,15,0,1,0,2,2,0,1,0.7142857142857143,0.0,0.047619047619047616,0.0,0.09523809523809523,0.09523809523809523,0.0,0.047619047619047616
1790007,4003,18,1,0,0,0,0,0,0,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0
