CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President,BinkleyR_24P_President_Percentage,HaleyR_24P_President_Percentage,StuckenbergR_24P_President_Percentage,TrumpR_24P_President_Percentage,ChristieR_24P_President_Percentage,RamaswamyR_24P_President_Percentage,HutchinsonR_24P_President_Percentage,DeSantisR_24P_President_Percentage,UncommittedR_24P_President_Percentage
2010604,4838,0,59,0,686,0,2,0,13,5,0.0,0.07712418300653595,0.0,0.8967320261437909,0.0,0.00261437908496732,0.0,0.01699346405228758,0.006535947712418301
2010605,4839,0,5,0,60,1,0,0,0,0,0.0,0.07575757575757576,0.0,0.9090909090909091,0.015151515151515152,0.0,0.0,0.0,0.0
2010606,4840,0,1,0,1,0,0,0,0,0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0
2010607,4841,0,4,0,9,0,0,0,1,0,0.0,0.2857142857142857,0.0,0.6428571428571429,0.0,0.0,0.0,0.07142857142857142,0.0
2010608,4842,0,2,0,24,0,0,0,1,0,0.0,0.07407407407407407,0.0,0.8888888888888888,0.0,0.0,0.0,0.037037037037037035,0.0
2010609,4843,0,86,1,405,2,0,0,2,8,0.0,0.17063492063492064,0.001984126984126984,0.8035714285714286,0.003968253968253968,0.0,0.0,0.003968253968253968,0.015873015873015872
2010610,4844,0,30,0,131,1,0,0,3,4,0.0,0.17751479289940827,0.0,0.7751479289940828,0.005917159763313609,0.0,0.0,0.01775147928994083,0.023668639053254437
2010611,4845,0,1,0,17,1,0,0,0,2,0.0,0.047619047619047616,0.0,0.8095238095238095,0.047619047619047616,0.0,0.0,0.0,0.09523809523809523
2010612,4846,0,143,0,488,1,5,1,23,13,0.0,0.21216617210682492,0.0,0.7240356083086054,0.001483679525222552,0.00741839762611276,0.001483679525222552,0.03412462908011869,0.019287833827893175
2010613,4847,0,8,0,43,1,0,0,3,1,0.0,0.14285714285714285,0.0,0.7678571428571429,0.017857142857142856,0.0,0.0,0.05357142857142857,0.017857142857142856
2010614,4848,0,10,0,121,0,0,0,2,2,0.0,0.07407407407407407,0.0,0.8962962962962963,0.0,0.0,0.0,0.014814814814814815,0.014814814814814815
2010615,4849,0,21,0,181,0,1,0,3,2,0.0,0.10096153846153846,0.0,0.8701923076923077,0.0,0.004807692307692308,0.0,0.014423076923076924,0.009615384615384616
2010616,4850,0,89,1,308,3,3,0,6,10,0.0,0.2119047619047619,0.002380952380952381,0.7333333333333333,0.007142857142857143,0.007142857142857143,0.0,0.014285714285714285,0.023809523809523808
2010617,4851,0,17,1,154,0,1,0,1,7,0.0,0.09392265193370165,0.0055248618784530384,0.850828729281768,0.0,0.0055248618784530384,0.0,0.0055248618784530384,0.03867403314917127
2010618,4852,0,21,0,182,0,2,0,3,5,0.0,0.09859154929577464,0.0,0.8544600938967136,0.0,0.009389671361502348,0.0,0.014084507042253521,0.023474178403755867
2010619,4853,1,164,0,633,0,6,1,13,9,0.0012091898428053204,0.19830713422007254,0.0,0.7654171704957679,0.0,0.007255139056831923,0.0012091898428053204,0.015719467956469165,0.010882708585247884
2010620,4854,0,85,0,260,0,4,0,6,8,0.0,0.23415977961432508,0.0,0.7162534435261708,0.0,0.011019283746556474,0.0,0.01652892561983471,0.02203856749311295
2010621,4855,0,11,0,70,0,0,0,3,2,0.0,0.12790697674418605,0.0,0.813953488372093,0.0,0.0,0.0,0.03488372093023256,0.023255813953488372
2010622,4856,0,73,1,397,0,1,0,11,9,0.0,0.1483739837398374,0.0020325203252032522,0.806910569105691,0.0,0.0020325203252032522,0.0,0.022357723577235773,0.018292682926829267
2010623,4857,1,89,0,361,2,3,0,7,13,0.0021008403361344537,0.1869747899159664,0.0,0.7584033613445378,0.004201680672268907,0.0063025210084033615,0.0,0.014705882352941176,0.0273109243697479
2010624,4858,0,49,0,226,1,6,0,4,5,0.0,0.16838487972508592,0.0,0.7766323024054983,0.003436426116838488,0.020618556701030927,0.0,0.013745704467353952,0.01718213058419244
2010625,4859,0,74,1,254,2,2,0,3,10,0.0,0.2138728323699422,0.002890173410404624,0.7341040462427746,0.005780346820809248,0.005780346820809248,0.0,0.008670520231213872,0.028901734104046242
2010626,4860,3,151,0,432,9,7,0,10,13,0.0048,0.2416,0.0,0.6912,0.0144,0.0112,0.0,0.016,0.0208
2010627,4861,1,11,0,111,1,1,0,2,4,0.007633587786259542,0.08396946564885496,0.0,0.8473282442748091,0.007633587786259542,0.007633587786259542,0.0,0.015267175572519083,0.030534351145038167
2010628,4862,1,9,0,65,1,0,0,0,0,0.013157894736842105,0.11842105263157894,0.0,0.8552631578947368,0.013157894736842105,0.0,0.0,0.0,0.0
2010629,4863,0,0,0,8,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010630,4864,0,9,1,47,0,0,0,2,3,0.0,0.14516129032258066,0.016129032258064516,0.7580645161290323,0.0,0.0,0.0,0.03225806451612903,0.04838709677419355
2010631,4865,1,76,0,325,2,1,0,7,7,0.002386634844868735,0.18138424821002386,0.0,0.7756563245823389,0.00477326968973747,0.002386634844868735,0.0,0.016706443914081145,0.016706443914081145
2010632,4866,0,1,0,3,0,0,0,0,0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2010633,4867,0,136,0,479,2,4,0,7,4,0.0,0.21518987341772153,0.0,0.7579113924050633,0.0031645569620253164,0.006329113924050633,0.0,0.011075949367088608,0.006329113924050633
2010634,4868,1,37,0,220,0,1,0,3,5,0.003745318352059925,0.13857677902621723,0.0,0.8239700374531835,0.0,0.003745318352059925,0.0,0.011235955056179775,0.018726591760299626
2010635,4869,0,65,0,398,0,2,0,10,15,0.0,0.1326530612244898,0.0,0.8122448979591836,0.0,0.004081632653061225,0.0,0.02040816326530612,0.030612244897959183
2010636,4870,0,30,1,429,2,4,2,3,3,0.0,0.06329113924050633,0.002109704641350211,0.9050632911392406,0.004219409282700422,0.008438818565400843,0.004219409282700422,0.006329113924050633,0.006329113924050633
2010637,4871,0,17,0,98,3,3,0,1,4,0.0,0.1349206349206349,0.0,0.7777777777777778,0.023809523809523808,0.023809523809523808,0.0,0.007936507936507936,0.031746031746031744
2010638,4872,0,6,0,16,0,0,0,0,0,0.0,0.2727272727272727,0.0,0.7272727272727273,0.0,0.0,0.0,0.0,0.0
2010639,4873,1,45,1,330,1,2,1,5,10,0.0025252525252525255,0.11363636363636363,0.0025252525252525255,0.8333333333333334,0.0025252525252525255,0.005050505050505051,0.0025252525252525255,0.012626262626262626,0.025252525252525252
2010640,4874,1,27,1,336,0,3,0,6,4,0.0026455026455026454,0.07142857142857142,0.0026455026455026454,0.8888888888888888,0.0,0.007936507936507936,0.0,0.015873015873015872,0.010582010582010581
2010641,4875,1,51,1,295,1,2,0,3,3,0.0028011204481792717,0.14285714285714285,0.0028011204481792717,0.8263305322128851,0.0028011204481792717,0.0056022408963585435,0.0,0.008403361344537815,0.008403361344537815
2010642,4876,0,51,0,270,3,3,0,4,10,0.0,0.1495601173020528,0.0,0.7917888563049853,0.008797653958944282,0.008797653958944282,0.0,0.011730205278592375,0.02932551319648094
2010643,4877,0,29,0,288,1,2,0,6,6,0.0,0.08734939759036145,0.0,0.8674698795180723,0.0030120481927710845,0.006024096385542169,0.0,0.018072289156626505,0.018072289156626505
2010644,4878,1,64,0,349,1,4,1,10,5,0.0022988505747126436,0.1471264367816092,0.0,0.8022988505747126,0.0022988505747126436,0.009195402298850575,0.0022988505747126436,0.022988505747126436,0.011494252873563218
2010645,4879,0,39,0,94,0,0,0,0,6,0.0,0.2805755395683453,0.0,0.6762589928057554,0.0,0.0,0.0,0.0,0.04316546762589928
2010646,4880,1,8,0,104,0,0,0,0,2,0.008695652173913044,0.06956521739130435,0.0,0.9043478260869565,0.0,0.0,0.0,0.0,0.017391304347826087
2010647,4881,0,15,0,151,1,1,1,1,2,0.0,0.0872093023255814,0.0,0.877906976744186,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.005813953488372093,0.011627906976744186
2010648,4882,0,69,0,382,2,0,0,5,6,0.0,0.14870689655172414,0.0,0.8232758620689655,0.004310344827586207,0.0,0.0,0.010775862068965518,0.01293103448275862
2010649,4883,1,22,2,146,0,2,0,0,3,0.005681818181818182,0.125,0.011363636363636364,0.8295454545454546,0.0,0.011363636363636364,0.0,0.0,0.017045454545454544
2010650,4884,0,138,1,559,3,3,0,6,15,0.0,0.19034482758620688,0.001379310344827586,0.7710344827586207,0.004137931034482759,0.004137931034482759,0.0,0.008275862068965517,0.020689655172413793
2010651,4885,0,39,1,198,0,2,1,4,6,0.0,0.1553784860557769,0.00398406374501992,0.7888446215139442,0.0,0.00796812749003984,0.00398406374501992,0.01593625498007968,0.02390438247011952
2010652,4886,0,16,1,61,1,0,0,0,2,0.0,0.19753086419753085,0.012345679012345678,0.7530864197530864,0.012345679012345678,0.0,0.0,0.0,0.024691358024691357
2010653,4887,0,2,0,14,1,0,0,0,0,0.0,0.11764705882352941,0.0,0.8235294117647058,0.058823529411764705,0.0,0.0,0.0,0.0
2010654,4888,0,16,1,198,2,0,0,2,4,0.0,0.07174887892376682,0.004484304932735426,0.8878923766816144,0.008968609865470852,0.0,0.0,0.008968609865470852,0.017937219730941704
2010655,4889,1,75,0,272,1,2,0,5,9,0.0027397260273972603,0.2054794520547945,0.0,0.7452054794520548,0.0027397260273972603,0.005479452054794521,0.0,0.0136986301369863,0.024657534246575342
2010656,4890,0,0,0,6,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010657,4891,0,17,0,123,1,1,0,6,0,0.0,0.11486486486486487,0.0,0.831081081081081,0.006756756756756757,0.006756756756756757,0.0,0.04054054054054054,0.0
2010658,4892,1,40,0,288,2,2,0,6,5,0.0029069767441860465,0.11627906976744186,0.0,0.8372093023255814,0.005813953488372093,0.005813953488372093,0.0,0.01744186046511628,0.014534883720930232
2010659,4893,0,64,0,377,1,1,0,12,9,0.0,0.13793103448275862,0.0,0.8125,0.0021551724137931034,0.0021551724137931034,0.0,0.02586206896551724,0.01939655172413793
2010660,4894,0,3,0,44,0,0,0,1,0,0.0,0.0625,0.0,0.9166666666666666,0.0,0.0,0.0,0.020833333333333332,0.0
2010661,4895,1,61,1,268,5,1,0,6,7,0.002857142857142857,0.1742857142857143,0.002857142857142857,0.7657142857142857,0.014285714285714285,0.002857142857142857,0.0,0.017142857142857144,0.02
2010662,4896,0,38,0,332,2,3,0,1,5,0.0,0.09973753280839895,0.0,0.8713910761154856,0.005249343832020997,0.007874015748031496,0.0,0.0026246719160104987,0.013123359580052493
2010663,4897,0,29,0,50,0,0,0,3,0,0.0,0.35365853658536583,0.0,0.6097560975609756,0.0,0.0,0.0,0.036585365853658534,0.0
2010664,4898,0,2,0,70,0,0,0,0,2,0.0,0.02702702702702703,0.0,0.9459459459459459,0.0,0.0,0.0,0.0,0.02702702702702703
2010665,4899,2,44,1,459,4,1,1,2,5,0.0038535645472061657,0.08477842003853564,0.0019267822736030828,0.884393063583815,0.007707129094412331,0.0019267822736030828,0.0019267822736030828,0.0038535645472061657,0.009633911368015413
2010666,4900,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010667,4901,0,79,0,278,0,0,1,4,3,0.0,0.21643835616438356,0.0,0.7616438356164383,0.0,0.0,0.0027397260273972603,0.010958904109589041,0.00821917808219178
2010668,4902,0,60,0,289,1,5,0,13,7,0.0,0.16,0.0,0.7706666666666667,0.0026666666666666666,0.013333333333333334,0.0,0.034666666666666665,0.018666666666666668
2010669,4903,0,125,1,407,1,2,2,7,14,0.0,0.22361359570661896,0.0017889087656529517,0.7280858676207513,0.0017889087656529517,0.0035778175313059034,0.0035778175313059034,0.012522361359570662,0.025044722719141325
2010670,4904,1,150,3,608,2,3,2,17,13,0.0012515644555694619,0.18773466833541927,0.0037546933667083854,0.7609511889862328,0.0025031289111389237,0.0037546933667083854,0.0025031289111389237,0.02127659574468085,0.016270337922403004
2010671,4905,0,20,0,190,1,0,0,3,0,0.0,0.09345794392523364,0.0,0.8878504672897196,0.004672897196261682,0.0,0.0,0.014018691588785047,0.0
2010672,4906,1,39,1,359,2,0,0,3,6,0.0024330900243309003,0.0948905109489051,0.0024330900243309003,0.8734793187347932,0.004866180048661801,0.0,0.0,0.0072992700729927005,0.014598540145985401
2010673,4907,0,59,2,516,0,0,0,4,11,0.0,0.09966216216216216,0.0033783783783783786,0.8716216216216216,0.0,0.0,0.0,0.006756756756756757,0.018581081081081082
2010674,4908,1,101,1,566,2,2,1,6,11,0.001447178002894356,0.14616497829232997,0.001447178002894356,0.8191027496382055,0.002894356005788712,0.002894356005788712,0.001447178002894356,0.008683068017366137,0.015918958031837915
2010675,4909,0,44,1,390,1,1,0,2,4,0.0,0.09932279909706546,0.002257336343115124,0.8803611738148984,0.002257336343115124,0.002257336343115124,0.0,0.004514672686230248,0.009029345372460496
2010675,4910,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010676,4911,1,13,0,132,0,1,0,0,1,0.006756756756756757,0.08783783783783784,0.0,0.8918918918918919,0.0,0.006756756756756757,0.0,0.0,0.006756756756756757
2010677,4912,0,3,0,31,1,0,0,1,1,0.0,0.08108108108108109,0.0,0.8378378378378378,0.02702702702702703,0.0,0.0,0.02702702702702703,0.02702702702702703
2010678,4913,0,4,0,20,1,1,0,2,1,0.0,0.13793103448275862,0.0,0.6896551724137931,0.034482758620689655,0.034482758620689655,0.0,0.06896551724137931,0.034482758620689655
2010679,4914,0,19,0,146,0,1,0,1,5,0.0,0.11046511627906977,0.0,0.8488372093023255,0.0,0.005813953488372093,0.0,0.005813953488372093,0.029069767441860465
2010680,4915,0,1,0,3,0,0,0,0,0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0
2010681,4916,0,2,1,1,0,0,0,0,0,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0
2010682,4917,0,39,1,368,2,2,1,8,4,0.0,0.09176470588235294,0.002352941176470588,0.8658823529411764,0.004705882352941176,0.004705882352941176,0.002352941176470588,0.018823529411764704,0.009411764705882352
2010683,4918,0,0,0,4,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010684,4919,0,30,3,319,0,3,0,7,7,0.0,0.08130081300813008,0.008130081300813009,0.8644986449864499,0.0,0.008130081300813009,0.0,0.018970189701897018,0.018970189701897018
2010685,4920,0,6,0,19,0,0,0,0,1,0.0,0.23076923076923078,0.0,0.7307692307692307,0.0,0.0,0.0,0.0,0.038461538461538464
2010686,4921,0,2,0,4,0,1,0,1,0,0.0,0.25,0.0,0.5,0.0,0.125,0.0,0.125,0.0
2010687,4922,0,103,1,294,0,1,0,12,5,0.0,0.24759615384615385,0.002403846153846154,0.7067307692307693,0.0,0.002403846153846154,0.0,0.028846153846153848,0.01201923076923077
2010688,4923,0,145,1,607,1,4,0,13,11,0.0,0.18542199488491048,0.0012787723785166241,0.7762148337595908,0.0012787723785166241,0.005115089514066497,0.0,0.016624040920716114,0.014066496163682864
2010689,4924,0,26,0,152,1,0,0,1,4,0.0,0.14130434782608695,0.0,0.8260869565217391,0.005434782608695652,0.0,0.0,0.005434782608695652,0.021739130434782608
2010690,4925,0,117,0,510,1,3,0,12,9,0.0,0.1794478527607362,0.0,0.7822085889570553,0.0015337423312883436,0.004601226993865031,0.0,0.018404907975460124,0.013803680981595092
2010691,4926,0,93,1,509,0,2,1,10,6,0.0,0.1495176848874598,0.001607717041800643,0.8183279742765274,0.0,0.003215434083601286,0.001607717041800643,0.01607717041800643,0.00964630225080386
2010692,4927,1,85,1,345,0,2,0,8,8,0.0022222222222222222,0.18888888888888888,0.0022222222222222222,0.7666666666666667,0.0,0.0044444444444444444,0.0,0.017777777777777778,0.017777777777777778
2010693,4928,0,12,1,28,0,0,0,0,1,0.0,0.2857142857142857,0.023809523809523808,0.6666666666666666,0.0,0.0,0.0,0.0,0.023809523809523808
2010694,4929,1,9,0,68,0,0,0,2,1,0.012345679012345678,0.1111111111111111,0.0,0.8395061728395061,0.0,0.0,0.0,0.024691358024691357,0.012345679012345678
2010695,4930,0,11,0,129,1,1,0,0,5,0.0,0.07482993197278912,0.0,0.8775510204081632,0.006802721088435374,0.006802721088435374,0.0,0.0,0.034013605442176874
2010696,4931,0,7,0,130,1,1,0,2,1,0.0,0.04929577464788732,0.0,0.9154929577464789,0.007042253521126761,0.007042253521126761,0.0,0.014084507042253521,0.007042253521126761
2010697,4932,0,13,0,80,1,1,0,0,1,0.0,0.13541666666666666,0.0,0.8333333333333334,0.010416666666666666,0.010416666666666666,0.0,0.0,0.010416666666666666
2010698,4933,0,0,0,16,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010699,4934,0,80,0,239,0,1,1,5,9,0.0,0.23880597014925373,0.0,0.7134328358208956,0.0,0.0029850746268656717,0.0029850746268656717,0.014925373134328358,0.026865671641791045
2010700,4935,0,49,0,450,0,3,0,5,6,0.0,0.09551656920077972,0.0,0.8771929824561403,0.0,0.005847953216374269,0.0,0.009746588693957114,0.011695906432748537
2010701,4936,0,2,0,43,0,0,0,0,1,0.0,0.043478260869565216,0.0,0.9347826086956522,0.0,0.0,0.0,0.0,0.021739130434782608
2010702,4937,0,3,0,6,0,0,0,0,0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
2010703,4938,0,136,0,408,5,2,1,9,5,0.0,0.24028268551236748,0.0,0.7208480565371025,0.0088339222614841,0.0035335689045936395,0.0017667844522968198,0.015901060070671377,0.0088339222614841
2010704,4939,0,63,0,470,1,1,2,11,8,0.0,0.11330935251798561,0.0,0.8453237410071942,0.0017985611510791368,0.0017985611510791368,0.0035971223021582736,0.019784172661870502,0.014388489208633094
2010705,4940,1,0,0,6,0,0,0,0,1,0.125,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.125
2010706,4941,0,45,1,145,0,0,0,1,1,0.0,0.23316062176165803,0.0051813471502590676,0.7512953367875648,0.0,0.0,0.0,0.0051813471502590676,0.0051813471502590676
2010707,4942,0,42,1,133,0,2,0,0,3,0.0,0.23204419889502761,0.0055248618784530384,0.7348066298342542,0.0,0.011049723756906077,0.0,0.0,0.016574585635359115
2010708,4943,0,1,0,10,0,0,0,0,0,0.0,0.09090909090909091,0.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0
2010709,4944,0,53,2,308,4,2,0,4,10,0.0,0.13838120104438642,0.005221932114882507,0.804177545691906,0.010443864229765013,0.005221932114882507,0.0,0.010443864229765013,0.02610966057441253
2010710,4945,1,111,0,150,1,2,0,6,5,0.0036231884057971015,0.40217391304347827,0.0,0.5434782608695652,0.0036231884057971015,0.007246376811594203,0.0,0.021739130434782608,0.018115942028985508
2010711,4946,0,134,0,308,1,6,0,10,9,0.0,0.2863247863247863,0.0,0.6581196581196581,0.002136752136752137,0.01282051282051282,0.0,0.021367521367521368,0.019230769230769232
2010712,4947,0,13,1,176,1,0,0,3,3,0.0,0.06598984771573604,0.005076142131979695,0.8934010152284264,0.005076142131979695,0.0,0.0,0.015228426395939087,0.015228426395939087
2010713,4948,0,14,0,116,0,2,0,3,2,0.0,0.10218978102189781,0.0,0.8467153284671532,0.0,0.014598540145985401,0.0,0.021897810218978103,0.014598540145985401
2010714,4949,0,1,0,14,1,0,0,0,0,0.0,0.0625,0.0,0.875,0.0625,0.0,0.0,0.0,0.0
2010715,4950,0,2,0,8,0,0,0,0,0,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0
2010716,4951,0,25,0,267,1,2,0,2,6,0.0,0.08250825082508251,0.0,0.8811881188118812,0.0033003300330033004,0.006600660066006601,0.0,0.006600660066006601,0.019801980198019802
2010717,4952,0,3,0,25,0,0,0,1,1,0.0,0.1,0.0,0.8333333333333334,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333
2010718,4953,1,146,0,373,1,4,0,6,7,0.0018587360594795538,0.27137546468401486,0.0,0.6933085501858736,0.0018587360594795538,0.007434944237918215,0.0,0.011152416356877323,0.013011152416356878
2010719,4954,0,2,0,102,0,0,0,2,2,0.0,0.018518518518518517,0.0,0.9444444444444444,0.0,0.0,0.0,0.018518518518518517,0.018518518518518517
2010720,4955,0,66,0,256,0,0,0,7,7,0.0,0.19642857142857142,0.0,0.7619047619047619,0.0,0.0,0.0,0.020833333333333332,0.020833333333333332
2010721,4956,0,103,1,290,1,2,2,12,12,0.0,0.24349881796690306,0.002364066193853428,0.6855791962174941,0.002364066193853428,0.004728132387706856,0.004728132387706856,0.028368794326241134,0.028368794326241134
2010722,4957,0,7,0,39,1,0,0,0,1,0.0,0.14583333333333334,0.0,0.8125,0.020833333333333332,0.0,0.0,0.0,0.020833333333333332
2010723,4958,0,6,1,66,0,0,0,0,1,0.0,0.08108108108108109,0.013513513513513514,0.8918918918918919,0.0,0.0,0.0,0.0,0.013513513513513514
2010724,4959,0,60,0,118,0,3,0,2,2,0.0,0.32432432432432434,0.0,0.6378378378378379,0.0,0.016216216216216217,0.0,0.010810810810810811,0.010810810810810811
2010725,4960,0,16,0,125,0,1,0,1,1,0.0,0.1111111111111111,0.0,0.8680555555555556,0.0,0.006944444444444444,0.0,0.006944444444444444,0.006944444444444444
2010726,4961,0,70,1,349,0,0,0,4,4,0.0,0.16355140186915887,0.002336448598130841,0.8154205607476636,0.0,0.0,0.0,0.009345794392523364,0.009345794392523364
2010727,4962,0,10,0,33,0,0,0,1,0,0.0,0.22727272727272727,0.0,0.75,0.0,0.0,0.0,0.022727272727272728,0.0
2010728,4963,0,19,0,62,2,1,0,5,2,0.0,0.2087912087912088,0.0,0.6813186813186813,0.02197802197802198,0.01098901098901099,0.0,0.054945054945054944,0.02197802197802198
2010729,4964,0,10,0,5,0,0,0,2,0,0.0,0.5882352941176471,0.0,0.29411764705882354,0.0,0.0,0.0,0.11764705882352941,0.0
2010730,4965,1,117,0,259,2,5,0,10,13,0.002457002457002457,0.28746928746928746,0.0,0.6363636363636364,0.004914004914004914,0.012285012285012284,0.0,0.02457002457002457,0.03194103194103194
2010731,4966,1,11,0,113,1,0,0,2,2,0.007692307692307693,0.08461538461538462,0.0,0.8692307692307693,0.007692307692307693,0.0,0.0,0.015384615384615385,0.015384615384615385
2010732,4967,1,40,1,172,0,1,2,2,3,0.0045045045045045045,0.18018018018018017,0.0045045045045045045,0.7747747747747747,0.0,0.0045045045045045045,0.009009009009009009,0.009009009009009009,0.013513513513513514
2010733,4968,0,0,0,9,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2010734,4969,2,45,0,284,0,2,0,3,11,0.005763688760806916,0.12968299711815562,0.0,0.8184438040345822,0.0,0.005763688760806916,0.0,0.008645533141210375,0.03170028818443804
2010735,4970,0,52,0,317,1,3,0,6,7,0.0,0.13471502590673576,0.0,0.8212435233160622,0.0025906735751295338,0.007772020725388601,0.0,0.015544041450777202,0.018134715025906734
2010736,4971,0,77,0,101,2,3,0,4,3,0.0,0.4052631578947368,0.0,0.531578947368421,0.010526315789473684,0.015789473684210527,0.0,0.021052631578947368,0.015789473684210527
2010737,4972,0,2,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010738,4973,0,2,0,3,0,0,0,1,0,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.16666666666666666,0.0
2010739,4974,0,13,0,115,0,0,0,2,4,0.0,0.09701492537313433,0.0,0.8582089552238806,0.0,0.0,0.0,0.014925373134328358,0.029850746268656716
2010740,4975,0,2,0,48,0,0,0,0,1,0.0,0.0392156862745098,0.0,0.9411764705882353,0.0,0.0,0.0,0.0,0.0196078431372549
2010741,4976,0,4,0,74,1,0,0,2,1,0.0,0.04878048780487805,0.0,0.9024390243902439,0.012195121951219513,0.0,0.0,0.024390243902439025,0.012195121951219513
2010742,4977,0,19,1,99,0,0,0,2,2,0.0,0.15447154471544716,0.008130081300813009,0.8048780487804879,0.0,0.0,0.0,0.016260162601626018,0.016260162601626018
2010743,4978,0,0,1,5,0,0,0,0,1,0.0,0.0,0.14285714285714285,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285
2010744,4979,0,42,0,206,0,0,1,7,4,0.0,0.16153846153846155,0.0,0.7923076923076923,0.0,0.0,0.0038461538461538464,0.026923076923076925,0.015384615384615385
2010745,4980,0,62,2,262,1,1,0,6,10,0.0,0.18023255813953487,0.005813953488372093,0.7616279069767442,0.0029069767441860465,0.0029069767441860465,0.0,0.01744186046511628,0.029069767441860465
2010746,4981,0,9,0,53,2,0,0,0,1,0.0,0.13846153846153847,0.0,0.8153846153846154,0.03076923076923077,0.0,0.0,0.0,0.015384615384615385
2010747,4982,0,20,0,171,2,1,0,1,2,0.0,0.10152284263959391,0.0,0.868020304568528,0.01015228426395939,0.005076142131979695,0.0,0.005076142131979695,0.01015228426395939
2010748,4983,0,11,0,74,0,1,0,0,1,0.0,0.12643678160919541,0.0,0.8505747126436781,0.0,0.011494252873563218,0.0,0.0,0.011494252873563218
2010749,4984,0,0,0,8,0,0,0,0,1,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.1111111111111111
2010750,4985,0,11,1,50,1,0,0,0,1,0.0,0.171875,0.015625,0.78125,0.015625,0.0,0.0,0.0,0.015625
2010751,4986,0,36,0,134,0,2,0,2,2,0.0,0.20454545454545456,0.0,0.7613636363636364,0.0,0.011363636363636364,0.0,0.011363636363636364,0.011363636363636364
2010752,4987,0,18,0,134,1,1,0,1,3,0.0,0.11392405063291139,0.0,0.8481012658227848,0.006329113924050633,0.006329113924050633,0.0,0.006329113924050633,0.0189873417721519
2010753,4988,0,0,0,19,0,0,0,0,1,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.05
2010754,4989,0,1,0,6,0,0,0,0,0,0.0,0.14285714285714285,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0
2010755,4990,0,9,0,124,0,0,0,2,2,0.0,0.06569343065693431,0.0,0.9051094890510949,0.0,0.0,0.0,0.014598540145985401,0.014598540145985401
2010756,4991,1,5,1,82,0,0,0,0,0,0.011235955056179775,0.056179775280898875,0.011235955056179775,0.9213483146067416,0.0,0.0,0.0,0.0,0.0
2010757,4992,0,7,0,63,1,0,0,2,2,0.0,0.09333333333333334,0.0,0.84,0.013333333333333334,0.0,0.0,0.02666666666666667,0.02666666666666667
2010758,4993,1,72,0,331,1,1,0,3,6,0.0024096385542168677,0.17349397590361446,0.0,0.7975903614457831,0.0024096385542168677,0.0024096385542168677,0.0,0.007228915662650603,0.014457831325301205
2010759,4994,1,43,0,162,3,1,1,2,5,0.0045871559633027525,0.19724770642201836,0.0,0.7431192660550459,0.013761467889908258,0.0045871559633027525,0.0045871559633027525,0.009174311926605505,0.022935779816513763
2010760,4995,0,174,0,460,3,2,1,21,8,0.0,0.2600896860986547,0.0,0.6875934230194319,0.004484304932735426,0.0029895366218236174,0.0014947683109118087,0.03139013452914798,0.01195814648729447
2010761,4996,0,103,0,289,1,5,0,8,9,0.0,0.24819277108433735,0.0,0.6963855421686747,0.0024096385542168677,0.012048192771084338,0.0,0.01927710843373494,0.021686746987951807
2010762,4997,0,12,0,123,0,0,1,0,2,0.0,0.08695652173913043,0.0,0.8913043478260869,0.0,0.0,0.007246376811594203,0.0,0.014492753623188406
2010763,4998,0,4,0,35,0,0,1,0,0,0.0,0.1,0.0,0.875,0.0,0.0,0.025,0.0,0.0
