CNTYVTD,VTDKEY,BinkleyR_24P_President,HaleyR_24P_President,StuckenbergR_24P_President,TrumpR_24P_President,ChristieR_24P_President,RamaswamyR_24P_President,HutchinsonR_24P_President,DeSantisR_24P_President,UncommittedR_24P_President
2070006,5445,0,8,0,94,0,0,0,0,5
2070007,5446,0,2,0,31,0,0,0,2,3
2070008,5447,0,3,0,30,0,0,0,0,2
2070009,5448,0,7,0,80,0,0,1,0,1
2070010,5449,0,11,0,38,0,0,0,1,0
2090100,5450,0,0,0,0,0,0,0,0,0
2090101,5451,0,0,0,0,0,0,0,0,0
2090102,5452,0,0,0,0,0,0,0,0,0
2090103,5453,0,0,0,0,0,0,0,0,0
2090110,5454,0,30,1,158,3,1,0,12,2
2090112,5455,0,18,1,69,1,0,0,5,2
2090113,5456,0,12,1,53,0,0,1,1,1
2090114,5457,0,13,0,50,0,1,0,4,1
2090115,5458,1,12,0,82,1,3,0,4,4
2090120,5459,0,24,1,93,1,3,0,6,4
2090121,5460,0,10,1,19,0,1,0,2,2
2090125,5461,1,9,0,69,1,0,0,6,0
2090128,5462,0,5,2,64,0,0,0,2,0
2090132,5463,0,8,0,24,1,2,0,2,4
2090134,5464,1,19,0,107,0,0,0,3,3
2090136,5465,0,16,1,85,0,0,0,4,0
2090140,5466,0,12,0,41,0,2,0,0,2
2090141,5467,0,6,0,25,0,0,0,0,1
2090142,5468,0,5,0,8,0,0,0,1,0
2090146,5469,0,0,0,0,0,0,0,0,0
2090200,5470,0,0,0,0,0,0,0,0,0
2090203,5471,3,28,1,135,1,1,0,9,3
2090204,5472,0,14,0,55,1,0,0,4,3
2090205,5473,0,22,0,163,3,2,0,16,1
2090206,5474,1,31,2,151,3,4,0,11,1
2090216,5475,0,7,0,9,0,0,0,1,0
2090219,5476,0,15,0,60,0,1,0,2,0
2090220,5477,0,57,3,209,0,4,1,7,4
2090221,5478,0,40,1,174,2,4,0,2,4
2090223,5479,0,29,1,129,0,1,0,8,1
2090225,5480,0,11,0,38,0,0,0,2,2
2090227,5481,0,33,0,132,2,1,1,1,0
2090228,5482,0,61,0,178,1,3,2,10,1
2090231,5483,0,32,3,109,0,1,0,5,1
2090252,5484,0,24,0,90,0,1,0,4,0
2090253,5485,0,28,0,108,2,1,0,7,1
2090254,5486,1,35,1,127,1,1,2,7,5
2090314,5487,0,201,0,495,1,3,0,17,7
2090315,5488,0,95,1,235,5,1,0,3,4
2090316,5489,1,63,2,195,2,1,1,9,1
2090319,5490,0,33,0,144,1,1,0,7,0
2090320,5491,0,83,0,276,1,4,1,9,5
2090325,5492,0,18,0,66,0,1,0,3,2
2090332,5493,0,44,0,120,2,1,1,5,5
2090333,5494,0,108,2,371,1,1,0,18,9
2090335,5495,0,152,1,498,10,0,1,16,2
2090336,5496,0,89,3,267,1,4,0,14,3
2090337,5497,1,99,4,456,5,6,2,20,6
2090338,5498,0,118,2,356,2,0,0,18,11
2090339,5499,0,58,1,203,1,1,0,4,1
2090340,5500,1,38,0,91,1,0,0,5,5
2090342,5501,2,59,1,229,1,2,1,8,3
2090344,5502,1,145,1,468,4,4,2,7,7
2090347,5503,0,44,1,187,0,0,0,7,3
2090351,5504,0,3,0,16,1,0,0,0,0
2090371,5505,0,63,1,225,2,4,2,9,4
2090372,5506,0,1,0,4,0,0,0,2,0
2090373,5507,0,20,0,64,0,1,0,2,3
2090374,5508,0,12,0,48,2,0,0,2,0
2090375,5509,0,5,0,10,0,0,0,1,0
2090376,5510,0,2,0,9,0,0,0,0,1
2090400,5511,0,0,0,0,0,0,0,0,0
2090422,5512,0,24,1,96,1,2,0,9,2
2090423,5513,0,28,1,110,0,6,0,9,2
2090424,5514,0,68,0,208,1,2,0,15,4
2090425,5515,0,33,1,104,1,1,0,7,5
2090426,5516,0,97,0,275,3,1,1,18,5
2090430,5517,1,55,0,135,1,1,0,6,2
2090432,5518,1,82,1,273,1,2,1,14,4
2090435,5519,0,114,2,306,0,7,0,13,9
2090436,5520,0,101,0,316,2,6,1,17,1
2090438,5521,0,10,0,11,0,0,0,1,0
2090440,5522,0,56,2,194,3,4,0,8,8
2090441,5523,0,86,2,354,3,3,2,16,8
2090442,5524,0,133,1,294,0,3,0,20,8
2090443,5525,0,147,0,276,1,2,1,22,4
2090444,5526,0,39,0,133,1,0,0,6,1
2090445,5527,0,102,1,271,2,7,2,16,5
2090446,5528,0,125,0,332,6,5,0,16,7
2090448,5529,2,104,0,236,2,0,3,7,9
2090449,5530,0,138,1,381,1,5,1,29,5
2090450,5531,1,64,1,202,1,5,0,9,2
2090451,5532,0,97,0,138,0,2,1,2,1
2090452,5533,1,113,0,361,2,1,2,25,10
2090453,5534,0,0,0,0,0,0,0,0,0
2090455,5535,0,0,0,0,0,0,0,0,0
2090456,5536,0,0,0,0,0,0,0,0,0
2110101,5537,0,14,0,100,0,0,0,4,7
2110201,5538,0,21,1,123,0,0,0,0,4
2110202,5539,0,0,0,9,0,0,0,0,0
2110301,5540,1,30,1,200,0,1,0,2,8
2110302,5541,0,0,0,9,0,0,0,0,0
2110303,5542,0,4,0,22,0,0,0,3,2
2110401,5543,0,6,0,100,0,2,0,3,2
2110402,5544,0,8,0,33,1,0,0,0,0
2130001,5545,0,23,0,113,1,0,0,1,2
2130002,5546,0,11,0,92,0,0,0,2,7
2130003,5547,1,4,1,74,0,0,0,1,3
2130004,5548,0,89,0,358,2,1,0,11,11
213001,5549,0,31,0,374,1,0,1,3,3
213001,5550,0,69,0,418,1,1,0,15,10
213001,5551,1,85,2,481,0,2,0,6,2
213002,5552,0,31,2,428,0,2,0,6,8
213002,5553,0,16,0,92,0,0,0,0,0
213003,5554,1,57,0,665,0,1,0,5,9
213003,5555,0,37,0,442,5,2,0,5,11
213003,5556,0,26,0,329,0,0,0,2,7
213003,5557,0,24,1,331,0,2,0,4,3
213004,5558,0,7,0,98,1,1,0,5,4
213004,5559,0,78,0,251,3,0,1,6,5
213004,5560,0,55,0,191,2,1,0,6,3
21301,5561,0,59,1,533,2,2,0,3,12
21301,5562,1,45,1,197,1,1,0,3,3
21301,5563,0,72,1,503,0,0,2,5,6
21303,5564,0,44,0,451,1,2,1,13,9
21303,5565,0,25,1,176,0,1,1,1,1
21303,5566,0,34,0,250,1,1,0,2,1
21304,5567,2,85,0,581,0,1,0,3,6
21304,5568,0,14,0,167,0,0,0,1,1
21304,5569,0,156,0,878,2,3,5,12,12
2132,5570,0,64,0,421,1,1,0,4,8
2132,5571,0,35,0,360,1,0,0,4,2
2132,5572,0,66,1,339,3,1,0,3,7
2132,5573,1,91,2,481,1,2,0,3,6
2134,5574,0,40,0,464,0,0,0,5,6
2150001,5575,0,2,0,17,0,0,0,0,0
2150002,5576,0,14,0,83,1,1,0,2,0
2150003,5577,0,2,0,34,0,0,0,1,0
2150004,5578,0,12,0,132,1,2,1,0,2
2150005,5579,1,1,0,35,0,0,1,0,0
2150006,5580,0,22,0,159,1,1,1,2,1
2150007,5581,0,32,0,167,1,1,0,4,1
2150008,5582,0,21,1,113,0,0,1,3,1
2150009,5583,0,27,0,181,0,0,0,2,2
2150010,5584,0,2,1,68,1,1,0,1,0
2150011,5585,0,3,0,29,0,0,0,1,0
2150012,5586,0,0,0,16,0,0,0,0,1
2150013,5587,0,17,0,176,1,0,0,0,3
2150014,5588,0,3,0,45,0,0,0,0,2
2150015,5589,0,6,0,28,0,1,0,0,0
2150016,5590,0,1,0,28,0,0,0,0,1
2150017,5591,0,1,0,26,0,0,0,0,1
2150018,5592,0,0,0,12,0,0,0,0,0
2150019,5593,0,0,0,24,0,0,0,0,0
2150020,5594,0,1,1,60,0,0,0,1,0
2150021,5595,0,1,0,17,0,0,0,0,0
2150022,5596,0,1,0,12,0,0,0,0,1
2150023,5597,0,8,0,99,0,2,0,0,3
2150024,5598,0,1,0,27,0,0,0,0,0
2150025,5599,0,17,0,130,0,2,2,2,1
2150026,5600,0,4,0,20,0,0,0,2,0
2150027,5601,0,3,0,16,0,0,0,0,0
2150028,5602,0,11,0,89,0,2,0,0,3
2150029,5603,0,21,0,108,0,2,0,2,1
2150030,5604,0,11,1,145,0,0,0,0,2
2150031,5605,0,14,0,111,0,0,0,2,1
2150032,5606,0,6,0,102,1,0,0,0,3
2150033,5607,0,5,0,47,0,0,0,0,0
2150034,5608,0,6,0,40,0,0,0,0,0
2150035,5609,0,1,0,101,1,0,1,4,3
2150036,5610,0,11,0,100,1,1,1,1,2
2150037,5611,1,3,0,43,0,0,0,1,1
2150038,5612,0,22,0,244,2,0,0,1,1
2150039,5613,0,3,0,38,0,1,0,0,0
2150040,5614,0,6,0,52,0,1,0,0,0
2150041,5615,0,10,0,82,0,1,0,1,0
2150042,5616,1,10,0,150,2,1,0,2,1
2150043,5617,0,6,0,64,0,0,0,3,0
2150044,5618,0,4,0,29,0,0,0,1,0
2150045,5619,0,11,1,76,0,0,0,1,0
2150046,5620,0,1,0,16,0,0,0,0,1
2150047,5621,0,1,0,35,0,2,0,0,0
2150048,5622,0,5,0,88,0,0,1,1,0
2150049,5623,0,5,0,66,0,0,1,0,0
2150050,5624,0,2,1,69,1,1,0,0,0
2150051,5625,0,1,2,57,0,1,0,0,0
2150052,5626,0,21,0,205,0,1,1,3,1
2150053,5627,0,4,0,114,0,1,1,2,1
2150054,5628,0,20,0,143,1,0,0,3,0
2150055,5629,0,7,1,72,0,0,1,2,3
2150056,5630,0,5,0,66,0,1,0,0,2
2150057,5631,0,0,0,24,0,0,0,0,1
2150058,5632,0,6,1,120,0,1,1,0,1
2150059,5633,0,7,0,52,1,0,0,0,1
2150060,5634,0,7,0,73,0,1,0,2,1
2150061,5635,0,2,0,57,1,0,0,0,0
2150062,5636,0,36,0,230,1,0,0,5,2
2150063,5637,0,2,0,31,0,0,0,0,0
2150064,5638,0,1,0,28,0,0,1,0,0
2150065,5639,1,8,0,126,0,0,0,1,3
2150066,5640,0,16,0,42,0,1,0,0,0
2150067,5641,0,22,0,139,1,0,0,2,1
2150068,5642,0,9,0,138,2,1,0,3,1
2150069,5643,0,6,0,116,2,0,0,2,0
2150070,5644,0,1,0,53,0,0,0,0,0
2150071,5645,0,0,0,5,0,0,0,0,0
2150072,5646,0,10,0,74,1,0,0,0,0
2150073,5647,0,47,0,217,0,2,0,3,6
2150074,5648,1,3,0,63,1,0,0,0,0
2150075,5649,0,1,0,11,0,0,0,0,0
2150076,5650,0,0,0,9,0,0,0,0,0
2150077,5651,0,4,0,67,0,0,0,0,0
2150078,5652,0,8,0,76,1,0,0,2,1
2150079,5653,0,0,0,18,0,0,0,0,0
2150080,5654,0,0,0,17,0,0,0,0,1
2150081,5655,0,12,0,160,0,0,0,0,1
2150082,5656,0,0,0,0,0,0,0,0,0
2150083,5657,0,45,0,309,0,1,0,0,8
2150084,5658,0,10,0,85,0,0,0,0,1
2150085,5659,2,11,3,125,0,1,0,1,2
2150086,5660,0,5,0,31,0,0,0,1,1
2150087,5661,0,2,1,25,0,0,0,0,0
2150088,5662,0,3,0,73,0,0,0,0,3
2150089,5663,0,4,0,20,0,0,0,0,0
2150090,5664,0,6,0,79,1,1,0,0,0
2150091,5665,0,0,0,50,0,0,0,1,0
2150092,5666,0,0,0,4,0,0,0,1,0
2150093,5667,0,4,0,12,0,0,0,0,0
2150094,5668,0,3,0,63,0,0,0,1,1
2150095,5669,0,9,0,71,2,1,0,2,4
2150096,5670,0,28,0,190,0,1,0,2,5
2150097,5671,0,4,0,109,0,0,0,1,0
2150098,5672,0,6,0,103,0,1,0,2,2
2150099,5673,0,5,0,68,1,1,0,0,0
2150100,5674,0,3,0,109,1,1,0,1,4
2150101,5675,0,10,0,76,0,0,0,0,1
2150102,5676,0,14,0,110,1,0,0,0,3
2150103,5677,1,12,0,225,1,3,0,3,1
2150104,5678,1,4,0,88,0,0,0,0,1
2150105,5679,0,8,0,147,0,0,0,1,2
2150106,5680,0,12,0,114,0,1,0,2,3
2150107,5681,0,7,0,84,0,1,0,2,1
2150108,5682,0,3,0,43,0,0,0,0,1
2150109,5683,0,4,0,72,2,0,0,0,5
2150110,5684,0,2,0,22,0,0,0,0,1
2150111,5685,1,15,0,126,1,2,0,2,4
2150112,5686,0,2,0,26,1,0,0,0,2
2150113,5687,0,24,1,192,0,1,0,2,3
2150114,5688,0,47,1,312,0,1,1,5,3
2150115,5689,1,2,0,80,0,0,0,0,0
2150116,5690,0,16,0,93,0,1,0,3,3
2150117,5691,0,8,0,66,0,0,0,2,0
2150118,5692,0,10,0,89,0,0,0,0,1
2150119,5693,0,2,0,38,0,0,0,0,0
2150120,5694,0,2,0,92,0,0,0,0,1
2150121,5695,0,4,0,9,0,0,0,0,0
2150122,5696,1,0,1,44,0,0,0,2,0
2150123,5697,0,1,0,48,0,0,0,0,1
2150124,5698,0,9,0,90,0,0,0,2,1
2150125,5699,0,2,0,39,0,0,0,0,0
2150126,5700,0,11,0,83,0,0,0,1,2
2150127,5701,0,1,0,21,0,1,0,0,0
2150128,5702,0,0,0,43,0,1,0,2,2
2150129,5703,0,2,0,15,0,0,1,0,0
2150130,5704,0,4,0,90,0,0,0,2,0
2150131,5705,0,0,0,1,0,0,0,1,0
2150132,5706,0,1,0,23,0,0,0,0,1
2150133,5707,0,0,0,4,0,0,0,0,0
2150134,5708,1,33,0,201,1,0,0,2,5
2150135,5709,0,7,0,94,1,0,1,0,0
2150136,5710,0,14,0,108,0,0,1,4,2
2150137,5711,0,2,0,4,0,0,0,0,0
2150138,5712,0,0,0,8,0,0,0,0,0
2150139,5713,0,1,0,11,0,0,0,0,1
2150140,5714,0,0,0,0,0,0,0,0,0
2150141,5715,0,1,0,3,0,0,0,0,0
2150142,5716,0,3,0,75,0,1,0,0,2
2150143,5717,0,10,0,125,0,0,0,0,2
2150144,5718,0,0,0,0,0,0,0,0,0
2150145,5719,0,0,0,22,0,0,0,0,1
2150146,5720,0,0,0,40,0,0,0,1,0
2150147,5721,0,0,0,7,0,0,0,0,0
2150148,5722,0,0,0,1,0,0,0,0,0
2150149,5723,0,0,0,1,0,0,0,0,0
2150150,5724,0,5,0,39,0,1,0,0,2
2150151,5725,1,39,0,244,0,1,0,4,3
2150152,5726,0,21,0,136,1,0,0,1,1
2150153,5727,0,0,0,4,0,0,1,0,1
2150154,5728,0,4,0,81,0,1,0,0,1
2150155,5729,0,1,1,17,0,0,0,0,0
2150156,5730,0,4,0,38,0,0,0,0,0
2150157,5731,1,2,0,44,0,1,0,0,0
2150158,5732,0,10,1,97,2,1,0,1,2
2150159,5733,0,0,0,10,1,0,0,0,0
2150160,5734,0,3,0,25,0,0,0,1,3
2150161,5735,0,10,0,80,0,0,0,1,0
2150162,5736,0,11,0,69,0,0,0,2,2
2150163,5737,0,0,0,73,0,1,0,0,0
2150164,5738,0,16,0,129,1,0,0,0,5
2150165,5739,0,6,0,47,0,0,0,1,0
2150166,5740,0,0,0,22,0,0,0,2,0
2150167,5741,0,3,0,49,0,0,0,0,1
2150168,5742,0,0,0,9,0,0,0,0,0
2150169,5743,0,2,0,11,0,0,0,1,1
2150170,5744,0,0,0,19,0,0,0,0,0
2150171,5745,0,0,0,1,0,0,0,0,0
2150172,5746,0,0,0,2,0,0,0,0,0
2150173,5747,0,5,0,94,0,1,0,1,0
2150174,5748,0,1,0,30,0,0,0,0,0
2150175,5749,0,0,0,36,0,1,0,0,0
2150176,5750,0,5,0,42,0,1,0,0,1
2150177,5751,0,0,0,26,0,0,0,0,1
2150178,5752,0,1,0,4,0,0,0,0,0
2150179,5753,0,1,0,10,0,0,0,0,0
2150180,5754,0,2,0,5,0,0,0,0,0
2150181,5755,0,18,0,112,1,0,0,1,1
2150182,5756,0,0,0,21,0,0,0,1,0
2150183,5757,0,8,0,63,1,2,0,0,0
2150184,5758,0,0,0,7,0,0,0,0,0
2150185,5759,0,0,0,0,0,0,0,0,0
2150186,5760,0,0,0,6,0,0,0,0,0
2150187,5761,1,8,0,80,0,1,0,0,2
2150188,5762,0,34,0,137,2,0,0,2,2
2150189,5763,0,0,0,16,0,0,0,0,0
2150190,5764,0,3,0,29,0,0,0,0,0
2150191,5765,0,1,0,24,1,0,0,0,0
2150192,5766,0,1,0,11,0,0,0,1,1
2150193,5767,0,3,0,14,0,0,0,0,1
2150194,5768,0,20,0,115,1,2,1,1,1
2150195,5769,0,23,0,111,0,0,0,2,0
2150196,5770,0,5,0,60,0,2,0,2,1
2150197,5771,0,1,0,18,0,0,0,0,0
2150198,5772,0,4,0,19,0,0,0,0,1
2150199,5773,0,21,0,188,0,1,0,5,4
2150200,5774,0,21,1,153,0,1,1,1,5
2150201,5775,0,9,1,79,0,0,0,1,0
2150202,5776,0,17,0,94,1,0,0,1,1
2150203,5777,0,38,0,207,1,3,0,2,3
2150204,5778,0,2,0,25,0,0,0,0,0
2150205,5779,0,0,0,8,0,0,0,0,0
2150206,5780,0,4,0,56,1,0,0,0,0
2150207,5781,0,24,0,156,2,2,0,1,3
2150208,5782,0,0,0,1,0,0,0,0,0
2150209,5783,0,7,0,25,0,0,0,0,1
2150210,5784,0,0,0,6,0,0,0,0,0
2150211,5785,0,1,0,31,1,0,0,0,0
2150212,5786,0,5,0,77,0,1,0,1,1
2150213,5787,0,0,0,4,0,0,0,0,0
2150214,5788,0,8,0,60,1,0,0,0,1
2150215,5789,0,3,0,55,0,0,0,1,0
2150216,5790,0,7,0,52,2,0,0,0,0
2150217,5791,0,0,0,1,0,0,0,0,0
2150218,5792,0,1,0,28,0,1,0,0,0
2150219,5793,0,2,0,41,1,0,0,0,1
2150220,5794,0,4,0,16,0,0,0,0,1
2150221,5795,0,7,0,54,0,1,0,1,1
2150222,5796,0,1,0,0,0,0,0,0,0
2150223,5797,0,2,0,36,0,1,0,0,0
2150224,5798,0,2,0,15,0,0,0,3,0
2150225,5799,0,0,0,9,0,0,0,0,0
2150226,5800,0,0,0,29,0,1,0,0,0
2150227,5801,0,4,2,53,1,0,0,0,0
2150228,5802,0,1,0,17,0,1,0,0,0
2150229,5803,1,0,0,24,0,0,1,0,0
2150230,5804,0,10,0,83,0,1,0,0,2
2150231,5805,0,1,0,17,0,0,0,0,0
2150232,5806,0,1,0,36,0,0,0,0,0
2150233,5807,0,0,0,0,0,0,0,0,0
2150234,5808,0,1,0,46,1,1,1,2,0
2150235,5809,0,6,0,21,0,0,0,0,1
2150236,5810,0,5,0,39,0,0,0,0,1
2150237,5811,0,1,0,18,0,0,0,0,0
2150238,5812,0,0,0,13,0,0,0,0,0
2150239,5813,0,11,0,119,0,2,0,1,0
2150240,5814,0,1,0,37,0,0,0,2,0
2150241,5815,0,1,0,9,0,0,0,0,0
2150242,5816,0,0,0,4,0,0,0,0,0
2150243,5817,0,0,0,9,0,1,0,0,0
2150244,5818,0,1,0,49,0,1,0,1,1
2150245,5819,0,0,0,3,0,0,0,0,0
2150246,5820,0,0,0,0,0,0,0,0,0
2150247,5821,0,2,0,12,0,1,0,0,0
2150248,5822,0,0,0,1,0,0,0,0,0
2150249,5823,0,2,0,13,0,0,0,0,0
2150250,5824,0,0,0,3,0,0,0,0,0
2150251,5825,0,0,0,0,0,0,0,0,0
2150252,5826,0,0,0,4,0,0,0,0,0
2150253,5827,0,1,0,10,0,0,0,0,0
2150254,5828,0,2,0,49,2,0,0,1,2
2150255,5829,0,4,0,10,0,0,0,1,1
2150256,5830,0,5,0,17,0,0,0,0,0
2150257,5831,0,0,0,6,0,0,0,0,0
2150258,5832,0,0,0,0,0,0,0,0,0
2150259,5833,0,2,0,18,0,0,0,0,0
2170001,5834,2,76,0,318,2,2,1,3,10
2170002,5835,2,51,0,472,1,1,0,7,6
2170003,5836,0,36,1,117,1,0,0,3,9
2170004,5837,0,80,0,579,2,2,1,3,11
2170005,5838,1,40,0,368,1,0,0,4,7
2170006,5839,0,45,0,310,2,0,1,2,13
2170007,5840,0,42,0,259,0,0,0,3,3
2170008,5841,2,127,0,574,6,1,1,7,10
2170009,5842,0,40,1,301,0,0,0,9,2
2170010,5843,0,52,1,408,1,1,1,4,8
2170011,5844,0,27,0,170,1,2,1,1,1
2170012,5845,0,41,0,324,2,1,0,1,3
2170013,5846,1,75,0,641,3,2,2,12,12
2190011,5847,0,22,1,103,0,0,0,1,8
2190014,5848,1,30,0,295,2,1,1,1,4
2190015,5849,0,16,1,111,0,0,0,1,0
2190016,5850,0,109,0,606,2,3,1,7,12
2190021,5851,0,39,1,353,2,3,0,6,15
2190024,5852,0,24,0,181,2,1,0,5,7
2190032,5853,0,35,1,304,5,0,1,5,13
2190033,5854,0,0,0,7,0,0,0,0,0
2190035,5855,0,5,0,23,0,0,0,0,3
2190036,5856,0,11,0,68,0,0,0,0,2
2190043,5857,1,14,0,112,1,0,0,3,4
2190044,5858,0,15,0,139,0,0,0,3,2
2190045,5859,0,54,2,300,2,0,1,10,14
2190046,5860,1,17,0,123,0,0,0,0,3
2210101,5861,0,105,0,481,3,1,0,10,12
2210103,5862,2,105,0,659,5,3,1,12,16
2210105,5863,1,64,0,632,1,0,0,13,11
2210107,5864,1,25,0,282,0,1,1,1,11
2210112,5865,0,43,0,333,0,0,0,8,7
2210202,5866,0,117,2,733,2,2,0,10,26
2210211,5867,1,79,0,521,2,2,0,8,16
2210216,5868,1,287,1,1030,4,3,0,21,23
2210218,5869,0,232,1,875,2,4,3,16,16
2210310,5870,3,178,4,693,3,5,2,13,25
2210313,5871,1,261,0,941,2,3,0,15,32
2210314,5872,1,197,0,966,2,3,0,19,32
2210317,5873,0,84,0,701,2,5,2,12,17
2210404,5874,0,72,1,365,2,3,0,8,7
2210408,5875,0,135,0,778,2,1,0,13,21
2210409,5876,3,182,2,1082,5,7,1,21,38
2210415,5877,0,6,0,84,0,0,1,0,1
2230001,5878,1,83,1,511,3,3,2,8,17
2230002,5879,1,72,0,482,2,1,1,11,12
2230003,5880,0,60,0,324,0,2,0,6,10
2230004,5881,0,44,0,340,1,5,2,11,8
2230005,5882,0,13,0,179,0,1,0,1,3
2230008,5883,0,10,1,72,1,0,0,1,1
2230011,5884,0,22,0,181,1,0,0,3,3
2230012,5885,0,14,1,102,0,0,0,2,0
2230013,5886,0,17,0,169,1,0,1,2,5
2230014,5887,0,17,0,225,2,0,0,3,1
2230016,5888,0,42,0,370,1,2,0,6,11
2230017,5889,0,31,0,292,0,0,0,2,3
223001,5890,0,24,0,144,1,1,1,4,4
2230020,5891,0,10,0,167,1,0,0,0,1
2230023,5892,0,6,0,86,0,0,0,1,1
2230024,5893,1,30,0,229,0,0,0,2,4
2230025,5894,0,11,1,112,0,0,0,1,5
223002,5895,0,25,0,170,0,3,0,2,5
2230036,5896,0,24,0,323,2,0,0,2,4
223003,5897,0,50,0,384,4,2,0,5,12
223004,5898,1,68,0,335,1,4,0,6,10
2250001,5899,0,40,0,229,1,0,0,5,7
2250002,5900,0,38,1,394,1,2,0,3,9
2250003,5901,0,17,1,162,0,0,0,4,2
2250004,5902,0,55,0,459,0,5,0,9,9
2250005,5903,0,37,1,468,2,1,0,1,4
2250006,5904,0,16,0,298,0,0,0,2,1
2250007,5905,0,19,0,267,1,1,0,3,3
2250008,5906,0,19,0,144,1,0,1,1,3
2250009,5907,0,9,0,152,1,0,0,2,2
2250010,5908,0,11,1,78,1,0,0,0,3
2250011,5909,0,3,0,47,0,0,0,0,0
2250012,5910,0,6,0,57,1,0,0,1,0
2250014,5911,0,9,0,101,0,0,0,1,2
2250015,5912,0,12,0,77,0,0,0,4,2
2250016,5913,0,5,0,105,0,0,1,3,1
2250017,5914,0,10,0,104,0,0,0,4,1
2250018,5915,0,2,0,35,0,0,0,2,0
2250019,5916,0,13,0,218,0,0,0,2,2
2250020,5917,0,7,0,104,0,0,0,0,1
2250021,5918,0,15,0,124,1,0,0,2,4
2250022,5919,0,13,0,78,0,0,1,0,0
2270011,5920,0,7,0,117,0,2,0,2,2
2270012,5921,0,2,0,41,0,1,0,0,1
2270013,5922,0,4,0,23,1,2,0,3,2
2270014,5923,0,0,0,11,0,0,0,0,0
2270016,5924,0,2,0,11,0,0,0,0,0
2270024,5925,1,13,0,85,0,3,0,3,3
2270025,5926,0,35,0,257,0,0,0,2,1
2270026,5927,0,4,0,74,0,0,0,0,0
2270031,5928,0,5,0,21,0,0,0,1,1
2270032,5929,0,3,0,26,0,0,0,0,0
2270033,5930,0,39,0,224,1,0,0,1,3
2270034,5931,0,30,0,212,2,2,0,5,7
2270035,5932,0,11,0,65,1,1,0,1,2
2270037,5933,0,0,0,0,0,0,0,0,0
2270041,5934,0,0,0,0,0,0,0,0,0
2270042,5935,0,6,0,114,0,0,0,0,0
2270045,5936,0,8,0,82,0,0,0,0,0
2270046,5937,0,17,0,183,1,2,1,1,2
2270103,5938,0,0,0,15,0,0,0,0,0
2270104,5939,0,0,0,4,0,0,0,0,0
2270105,5940,0,0,0,0,0,0,0,0,0
227012,5941,0,0,0,7,0,0,0,0,0
2270205,5942,1,35,0,267,0,2,0,5,5
2270207,5943,0,27,0,251,4,0,0,4,6
2270208,5944,0,0,0,0,0,0,0,0,0
2270209,5945,0,0,0,0,0,0,0,0,0
2270304,5946,0,12,0,95,0,0,0,1,1
227031,5947,0,0,0,0,0,0,0,0,0
227034,5948,0,0,0,1,0,0,0,0,0
2270404,5949,0,12,0,91,1,1,0,2,3
2270405,5950,0,3,0,43,0,0,0,1,0
2270408,5951,0,0,0,7,0,0,0,0,0
2270409,5952,0,8,0,106,0,0,2,1,0
227207,5953,0,16,0,162,0,0,0,0,2
227208,5954,0,3,0,43,0,0,0,0,0
2290001,5955,1,23,0,167,3,0,3,3,9
2290002,5956,2,9,0,56,1,0,1,0,6
2290004,5957,1,11,1,90,1,0,1,2,3
229001,5958,0,2,0,49,2,0,2,1,4
229003,5959,0,7,0,63,1,0,0,1,2
229003,5960,0,19,0,36,1,0,1,3,6
229004,5961,0,2,0,36,0,0,1,0,2
22904,5962,0,0,0,13,0,0,0,0,0
2310101,5963,0,33,0,317,2,0,0,8,4
2310102,5964,0,23,0,129,0,1,0,2,1
2310103,5965,0,29,0,214,1,2,0,2,5
2310104,5966,0,35,0,291,2,0,0,1,7
2310105,5967,0,16,0,115,1,1,0,1,4
2310106,5968,0,37,0,217,2,0,0,2,5
2310107,5969,0,114,2,563,8,5,0,11,39
2310108,5970,1,67,0,201,3,1,0,4,10
2310109,5971,0,40,0,306,0,0,0,7,9
2310110,5972,0,11,0,125,0,1,0,2,3
2310111,5973,1,20,0,117,0,3,0,0,6
2310212,5974,0,14,0,125,1,1,0,4,2
2310213,5975,1,24,0,263,0,1,0,4,4
2310216,5976,0,65,1,550,2,0,0,5,11
2310217,5977,1,59,0,418,0,1,0,4,8
2310318,5978,0,25,1,209,1,0,0,1,4
2310319,5979,0,72,0,511,2,1,1,9,14
2310320,5980,0,48,0,391,1,1,1,0,6
2310321,5981,0,44,0,314,1,0,1,3,9
2310322,5982,0,21,0,196,0,0,0,4,3
2310323,5983,0,140,1,722,5,1,0,13,22
2310324,5984,1,188,1,688,7,3,0,13,36
2310325,5985,3,182,0,747,5,3,1,14,36
2310426,5986,0,10,0,104,0,0,0,1,1
2310427,5987,2,63,1,276,1,1,1,3,13
2310428,5988,0,62,1,279,1,0,0,10,7
2310429,5989,0,20,0,99,2,0,0,3,3
2310430,5990,0,12,0,102,0,0,0,0,4
2310431,5991,0,18,0,91,0,1,0,0,5
2310432,5992,2,37,0,342,3,0,0,2,9
2310433,5993,0,27,0,111,0,1,1,3,8
2310434,5994,0,61,0,398,4,1,0,11,11
231214,5995,0,72,0,552,2,0,0,8,11
231214,5996,0,19,0,159,0,0,0,6,4
231215,5997,1,101,1,914,4,4,2,14,20
231215,5998,0,62,0,473,3,2,1,9,9
2330011,5999,4,59,0,380,0,3,1,11,10
2330014,6000,0,73,0,465,2,1,0,11,8
