CNTYVTD,VTDKEY,CruzR_24P_U.S. Sen,GibsonR_24P_U.S. Sen,LopezR_24P_U.S. Sen
0390018,1132,837,41,49
0390019,1133,142,11,10
0390020,1134,299,18,16
0390021,1135,124,5,7
0390022,1136,956,59,65
0390023,1137,618,53,35
0390024,1138,317,16,13
0390025,1139,272,19,15
0390026,1140,437,29,21
0390027,1141,380,28,29
0390028,1142,529,22,33
0390029,1143,275,28,39
0390030,1144,769,43,39
0390031,1145,238,11,7
0390032,1146,612,18,13
0390033,1147,440,19,21
0390034,1148,467,13,17
0390035,1149,359,14,14
0390036,1150,200,7,7
0390037,1151,474,26,23
0390038,1152,159,15,11
0390039,1153,486,19,25
0390040,1154,424,20,12
0390041,1155,169,18,15
0390042,1156,114,2,5
0390043,1157,641,41,49
0390044,1158,303,33,45
0390045,1159,580,43,41
0390046,1160,716,37,64
0390047,1161,344,14,17
0390048,1162,481,24,29
0390049,1163,508,18,18
0390050,1164,76,13,18
0390051,1165,699,28,38
0390052,1166,463,19,26
0390053,1167,74,9,12
0390054,1168,212,28,17
0390055,1169,619,33,31
0390056,1170,787,49,60
0390057,1171,210,11,10
0390058,1172,232,25,24
0390059,1173,126,10,19
0390060,1174,450,38,60
0390061,1175,193,10,6
0390062,1176,300,20,26
0390063,1177,141,14,13
0390064,1178,30,1,3
0390065,1179,516,26,26
0390066,1180,185,16,28
0390067,1181,107,16,13
0390068,1182,116,10,10
0390069,1183,124,12,10
0390070,1184,209,21,21
0390071,1185,69,12,2
0390072,1186,123,12,16
0390073,1187,100,11,11
0390074,1188,47,2,4
0390075,1189,527,18,12
0390076,1190,313,6,10
0390077,1191,559,32,22
0390078,1192,266,15,8
0390079,1193,73,6,6
0390080,1194,425,15,10
0410001,1195,577,23,44
0410002,1196,448,37,35
0410003,1197,148,4,8
0410004,1198,38,9,14
0410005,1199,450,24,17
0410006,1200,278,11,8
0410007,1201,316,17,13
0410008,1202,102,9,19
0410009,1203,131,12,17
0410010,1204,534,56,54
0410011,1205,82,11,20
0410012,1206,626,46,87
0410013,1207,333,26,46
0410014,1208,92,7,15
0410015,1209,447,33,47
0410016,1210,46,2,15
0410017,1211,249,17,45
0410018,1212,7,2,4
0410019,1213,32,3,2
0410020,1214,44,9,14
0410021,1215,26,8,12
0410022,1216,18,1,2
0410023,1217,15,0,1
0410024,1218,209,37,35
0410025,1219,14,6,3
0410026,1220,817,59,64
0410027,1221,737,60,45
0410028,1222,178,13,11
0410029,1223,161,10,23
0410030,1224,180,9,28
0410031,1225,295,39,56
0410032,1226,88,14,18
0410033,1227,31,6,4
0410034,1228,72,9,12
0410035,1229,233,12,21
0410036,1230,492,51,66
0410037,1231,52,3,2
0410038,1232,41,5,4
0410039,1233,199,23,27
0410040,1234,809,87,126
0410041,1235,410,32,24
0410042,1236,0,0,0
0410043,1237,39,2,2
0410044,1238,29,2,0
0410045,1239,24,1,4
0410046,1240,45,0,4
0410047,1241,33,6,4
0410048,1242,60,3,3
0410049,1243,0,1,0
0410050,1244,2,0,0
0410051,1245,0,0,0
0410052,1246,3,1,0
0410053,1247,6,3,0
0410054,1248,177,14,9
0410055,1249,185,26,31
0410056,1250,19,3,1
0410057,1251,10,0,2
0410058,1252,83,9,14
0410059,1253,7,1,0
0410060,1254,41,3,1
0410061,1255,21,2,4
0410062,1256,75,10,6
0410063,1257,675,59,48
0410064,1258,1024,79,90
0410065,1259,53,5,2
0410066,1260,165,13,17
0410067,1261,40,0,1
0410068,1262,0,0,0
0410069,1263,779,58,65
0410070,1264,183,15,25
0410071,1265,36,5,0
0410072,1266,7,3,2
0410073,1267,749,48,50
0410074,1268,18,1,5
0410075,1269,122,15,28
0410076,1270,419,47,63
0410077,1271,55,7,2
0410078,1272,48,1,2
0410079,1273,10,1,1
0410080,1274,626,58,62
0410081,1275,16,3,1
0410082,1276,85,7,1
0410083,1277,5,0,0
0410084,1278,0,0,0
0410085,1279,2,0,0
0410087,1280,0,0,0
0410088,1281,496,33,52
0410089,1282,1,0,0
0410089,1283,0,0,0
0410090,1284,2,2,0
0410091,1285,2,0,0
0410091,1286,0,0,0
0410092,1287,0,0,0
0410093,1288,0,0,0
0410094,1289,0,0,0
0410095,1290,0,0,0
0410096,1291,0,0,0
0410097,1292,0,0,0
0410098,1293,2,0,0
0410099,1294,0,0,0
0410100,1295,297,24,23
0410101,1296,3,0,0
0410102,1297,25,0,3
0410103,1298,193,14,12
0410105,1299,11,2,5
0410106,1300,7,0,2
0410107,1301,123,8,10
0410108,1302,0,0,0
0410109,1303,0,0,0
0430001,1304,351,30,31
0430002,1305,171,21,14
0430003,1306,47,0,4
0430004,1307,275,12,30
0430005,1308,9,1,1
0430006,1309,112,7,11
0430007,1310,16,0,3
0430008,1311,53,5,6
0450001,1312,83,1,1
0450002,1313,75,4,3
0450003,1314,106,3,9
0450004,1315,125,2,7
0450006,1316,23,0,0
0470001,1317,16,0,3
0470002,1318,43,1,1
0470003,1319,9,0,0
0470004,1320,31,2,3
047003,1321,13,3,0
0490101,1322,550,32,19
0490105,1323,481,12,15
0490109,1324,105,3,3
0490113,1325,435,18,9
0490202,1326,165,4,7
0490204,1327,189,11,5
0490212,1328,217,6,4
0490214,1329,195,7,4
0490215,1330,104,5,4
0490303,1331,144,11,9
0490306,1332,478,11,12
0490307,1333,256,16,8
0490308,1334,191,10,2
0490316,1335,73,0,0
0490318,1336,431,15,15
0490410,1337,568,25,10
0490411,1338,143,13,6
0490417,1339,528,21,7
0510113,1340,302,15,8
0510114,1341,474,9,12
0510203,1342,121,3,1
0510204,1343,186,2,4
0510207,1344,98,1,3
0510211,1345,315,9,7
0510215,1346,73,2,1
0510301,1347,424,19,9
0510305,1348,191,3,3
0510308,1349,137,2,2
0510309,1350,260,14,7
0510406,1351,194,10,12
0510410,1352,476,16,14
0530001,1353,433,22,22
0530002,1354,668,41,41
0530003,1355,209,28,13
0530004,1356,710,47,32
0530005,1357,310,27,20
0530006,1358,151,15,9
0530007,1359,179,14,9
0530008,1360,362,16,17
0530009,1361,823,53,40
0530010,1362,472,22,21
0530011,1363,202,19,5
0530012,1364,460,38,21
0530013,1365,250,20,9
0530014,1366,169,8,4
0530015,1367,248,24,8
0530016,1368,152,9,7
0530017,1369,657,41,26
0530018,1370,265,22,23
0530019,1371,1020,71,59
0530020,1372,758,46,40
0550100,1373,51,4,8
0550101,1374,73,6,13
0550102,1375,158,9,10
0550103,1376,344,40,43
0550104,1377,144,5,6
0550108,1378,71,8,2
0550111,1379,148,17,11
0550201,1380,166,13,9
0550202,1381,230,11,10
0550203,1382,318,23,11
0550204,1383,330,17,9
0550205,1384,102,4,1
0550206,1385,154,8,12
0550300,1386,31,2,2
0550301,1387,123,13,9
0550302,1388,94,6,5
0550303,1389,104,5,3
0550305,1390,86,8,7
0550306,1391,56,7,4
0550400,1392,85,10,6
0550401,1393,44,4,6
0550402,1394,55,6,8
0550404,1395,117,13,9
0550405,1396,110,8,7
0570001,1397,116,9,37
0570002,1398,152,13,26
0570003,1399,159,11,7
0570004,1400,142,15,33
0570005,1401,525,54,51
0570006,1402,53,1,9
0570007,1403,388,30,47
0570008,1404,211,6,5
0570009,1405,229,23,24
0570010,1406,436,22,23
0570011,1407,383,30,15
0590001,1408,278,4,7
0590002,1409,482,20,14
0590003,1410,502,30,21
0590004,1411,528,13,10
0590005,1412,35,2,1
0590006,1413,236,6,5
0590007,1414,157,3,7
0590008,1415,263,10,19
0610001,1416,130,12,15
0610002,1417,37,1,4
0610003,1418,312,13,21
0610004,1419,313,19,30
0610005,1420,201,11,12
0610006,1421,21,3,4
0610007,1422,150,7,9
0610008,1423,15,0,5
0610009,1424,74,4,9
0610010,1425,65,7,7
0610011,1426,51,3,9
0610012,1427,86,4,6
0610013,1428,39,0,2
0610014,1429,118,8,11
0610015,1430,98,3,5
0610016,1431,102,1,7
0610017,1432,128,7,9
0610018,1433,92,7,9
0610019,1434,61,5,5
0610020,1435,130,4,9
0610021,1436,25,1,2
0610022,1437,106,5,6
0610023,1438,24,0,1
0610024,1439,42,1,2
0610025,1440,34,0,2
0610026,1441,146,7,11
0610027,1442,99,4,8
0610028,1443,131,6,8
0610029,1444,254,5,10
0610030,1445,103,3,6
0610031,1446,11,0,0
0610032,1447,207,6,8
0610033,1448,22,0,0
0610034,1449,194,5,8
0610035,1450,94,2,3
0610036,1451,92,10,12
0610037,1452,34,2,1
0610038,1453,38,2,6
0610039,1454,33,0,4
0610040,1455,98,5,5
0610041,1456,189,8,9
0610042,1457,29,1,3
0610043,1458,85,2,2
0610044,1459,345,15,24
0610045,1460,42,6,4
0610046,1461,131,10,16
0610047,1462,60,8,9
0610048,1463,192,8,30
0610049,1464,160,6,12
0610050,1465,146,7,9
0610051,1466,28,2,2
0610052,1467,400,28,36
0610053,1468,97,10,9
0610054,1469,253,11,29
0610055,1470,210,6,8
0610056,1471,163,12,13
0610057,1472,24,1,2
0610058,1473,204,8,14
0610059,1474,41,5,8
0610060,1475,39,3,7
0610061,1476,100,9,11
0610062,1477,132,9,10
0610063,1478,46,3,3
0610064,1479,37,0,2
0610065,1480,163,4,10
0610066,1481,185,5,11
0610067,1482,600,46,44
0610068,1483,82,5,10
0610069,1484,68,12,10
0610070,1485,24,3,3
0610071,1486,129,12,15
0610072,1487,181,14,18
0610073,1488,171,11,19
0610074,1489,253,19,28
0610075,1490,142,11,11
0610076,1491,146,10,6
0610077,1492,59,12,13
0610078,1493,255,10,13
0610079,1494,207,10,7
0610080,1495,496,14,21
0610081,1496,178,3,14
0610082,1497,69,6,8
0610083,1498,192,16,15
0610084,1499,210,9,14
0610085,1500,335,6,11
0610086,1501,46,4,7
0610087,1502,209,4,6
0610088,1503,165,12,17
0610089,1504,57,2,5
0610090,1505,20,2,1
0610091,1506,49,1,4
0610092,1507,22,0,1
0610093,1508,26,2,1
0610094,1509,90,7,8
0610095,1510,16,1,1
0610096,1511,198,3,9
0610097,1512,7,2,4
0610098,1513,215,20,32
0610099,1514,31,1,4
0610100,1515,191,12,14
0610101,1516,49,2,2
0631001,1517,486,36,14
0632002,1518,646,39,18
0633003,1519,266,18,7
0634004,1520,482,23,14
0650101,1521,130,2,4
0650102,1522,28,0,0
0650103,1523,116,1,2
0650201,1524,361,18,13
0650301,1525,228,4,11
0650302,1526,109,2,2
0650401,1527,204,5,5
0650402,1528,86,2,2
0670001,1529,897,37,24
0670002,1530,97,3,1
0670004,1531,231,11,3
0670005,1532,234,13,7
0670006,1533,149,7,2
0670007,1534,504,22,13
0670009,1535,245,16,7
0670011,1536,156,6,1
0670012,1537,206,9,1
0670014,1538,674,21,16
0670015,1539,120,2,3
0670016,1540,117,8,3
0670017,1541,818,24,18
0670018,1542,171,3,1
0670019,1543,130,5,0
0670021,1544,107,4,3
067013,1545,269,18,8
067020,1546,66,2,1
0690101,1547,101,1,1
0690105,1548,22,1,1
0690201,1549,128,3,4
0690206,1550,12,0,0
0690301,1551,131,10,13
0690307,1552,37,0,0
0690401,1553,60,1,2
0690408,1554,102,3,5
0710001,1555,211,11,5
0710002,1556,185,18,12
0710003,1557,134,17,12
0710004,1558,1028,54,20
0710005,1559,638,28,14
0710006,1560,547,52,33
0710007,1561,683,32,25
0710008,1562,504,24,8
0710009,1563,145,10,5
0710010,1564,358,17,2
0710011,1565,344,19,8
0710012,1566,393,33,22
0710013,1567,0,0,0
0710014,1568,311,14,9
0710015,1569,295,17,8
0710016,1570,412,17,9
0710017,1571,85,5,3
0710018,1572,475,21,6
0710019,1573,392,29,6
0730012,1574,275,8,8
0730013,1575,302,11,7
0730014,1576,444,23,5
0730015,1577,545,30,8
0730022,1578,163,5,4
0730023,1579,289,10,3
0730024,1580,307,22,9
0730025,1581,231,14,1
0730026,1582,246,6,4
0730027,1583,257,10,1
0730028,1584,180,1,4
0730032,1585,237,18,4
0730033,1586,411,22,15
0730034,1587,334,23,5
0730035,1588,249,10,8
0730036,1589,404,23,18
0730037,1590,69,5,4
0730038,1591,25,4,1
0730042,1592,44,4,3
0730043,1593,129,9,3
0730044,1594,310,17,4
0730045,1595,155,10,0
0730046,1596,180,8,3
0730047,1597,76,5,1
0730048,1598,152,6,1
0750101,1599,182,1,5
0750201,1600,214,3,1
0750301,1601,183,6,13
0750401,1602,189,4,7
0770001,1603,211,13,14
0770006,1604,98,7,7
0770008,1605,230,22,23
0770009,1606,95,5,10
0770010,1607,90,7,1
0770011,1608,227,11,6
0770012,1609,92,7,2
0770013,1610,47,4,1
0770014,1611,58,0,0
0770015,1612,78,6,3
0770017,1613,268,12,2
0770020,1614,162,9,3
0770024,1615,109,6,4
0770026,1616,79,3,1
0770027,1617,103,10,4
0770032,1618,68,0,3
0790101,1619,72,4,7
0790202,1620,100,3,7
0790303,1621,30,1,0
0790306,1622,106,9,11
0790404,1623,25,5,4
0810001,1624,207,7,4
0810002,1625,226,15,7
0810003,1626,233,10,3
0810004,1627,140,12,5
0810004,1628,3,0,0
0830001,1629,445,19,9
0830002,1630,328,16,4
0830003,1631,454,26,11
0830004,1632,499,14,12
083002,1633,134,4,2
0850001,1634,387,31,36
0850002,1635,457,37,38
0850003,1636,94,10,9
0850004,1637,505,37,32
0850005,1638,147,14,21
0850006,1639,113,10,13
0850007,1640,153,14,10
0850008,1641,554,23,19
0850009,1642,411,29,26
0850010,1643,153,6,5
0850011,1644,821,59,30
0850012,1645,320,27,24
0850013,1646,415,18,27
0850014,1647,200,22,19
0850015,1648,147,15,14
0850016,1649,692,48,45
0850017,1650,534,27,31
0850018,1651,181,7,6
0850019,1652,219,19,14
0850020,1653,322,13,17
0850021,1654,468,61,43
0850022,1655,753,38,24
0850023,1656,74,20,19
0850024,1657,97,12,8
0850025,1658,415,60,71
0850026,1659,95,13,2
0850027,1660,271,19,15
0850028,1661,361,57,34
0850029,1662,447,40,21
0850030,1663,598,66,74
0850031,1664,318,27,38
0850032,1665,339,32,44
0850033,1666,859,60,28
0850034,1667,384,63,57
0850035,1668,299,10,8
0850036,1669,299,24,24
0850037,1670,563,33,17
0850038,1671,194,18,16
0850039,1672,221,14,27
0850040,1673,569,39,32
0850041,1674,746,52,35
0850042,1675,321,24,18
0850043,1676,233,31,18
0850044,1677,130,11,16
0850045,1678,558,52,34
0850046,1679,211,16,18
0850047,1680,305,25,38
0850048,1681,393,44,43
0850049,1682,328,50,26
0850050,1683,159,21,15
0850051,1684,112,9,11
0850052,1685,253,37,32
0850053,1686,292,40,43
0850054,1687,216,17,14
0850055,1688,239,41,44
0850056,1689,381,35,22
0850057,1690,581,43,55
0850058,1691,331,33,37
0850059,1692,461,54,44
0850060,1693,568,63,48
0850061,1694,307,23,17
0850062,1695,258,29,42
0850063,1696,329,39,46
0850064,1697,251,46,19
0850065,1698,146,13,14
0850066,1699,228,18,30
0850067,1700,306,37,28
0850068,1701,197,22,14
0850069,1702,554,74,43
0850070,1703,265,22,33
0850071,1704,190,33,21
0850072,1705,219,36,15
0850073,1706,105,16,14
0850074,1707,232,18,22
0850075,1708,359,28,30
0850076,1709,422,44,39
0850077,1710,302,40,42
0850078,1711,367,36,36
0850079,1712,241,27,16
0850080,1713,391,30,30
0850081,1714,264,34,37
0850082,1715,258,17,17
0850083,1716,566,40,20
0850084,1717,250,25,21
0850085,1718,262,35,33
0850086,1719,410,49,41
0850087,1720,108,22,27
0850088,1721,54,9,5
0850089,1722,339,43,31
0850090,1723,535,62,56
0850091,1724,249,38,34
0850092,1725,326,30,31
0850093,1726,71,2,0
0850094,1727,388,82,53
0850095,1728,321,24,31
0850096,1729,115,5,10
0850097,1730,340,33,22
0850098,1731,162,21,6
0850099,1732,27,3,1
0850100,1733,1,0,0
0850101,1734,394,39,42
0850102,1735,527,35,31
0850103,1736,86,9,6
0850104,1737,89,13,6
0850105,1738,0,1,0
0850106,1739,206,25,16
0850107,1740,386,46,42
0850108,1741,251,32,48
0850109,1742,573,52,59
0850110,1743,350,51,34
0850111,1744,409,49,32
0850112,1745,378,52,42
0850113,1746,286,33,18
0850114,1747,420,37,33
0850115,1748,288,47,23
0850116,1749,600,81,73
0850117,1750,396,32,34
0850118,1751,500,68,46
0850119,1752,276,46,33
0850120,1753,525,66,61
0850121,1754,198,36,40
0850122,1755,870,79,72
0850123,1756,268,30,24
0850124,1757,301,38,42
0850125,1758,444,69,61
0850126,1759,524,41,45
0850127,1760,346,38,28
0850128,1761,691,59,47
0850129,1762,544,45,34
0850130,1763,373,45,45
0850131,1764,434,36,41
0850132,1765,239,40,26
0850133,1766,228,15,17
0850134,1767,298,32,41
0850135,1768,302,33,34
0850136,1769,287,31,19
0850137,1770,244,30,30
0850138,1771,275,37,35
0850139,1772,277,40,44
0850140,1773,818,72,64
0850141,1774,451,60,63
0850142,1775,289,44,33
0850143,1776,294,36,36
0850144,1777,413,44,24
0850145,1778,139,25,15
0850146,1779,376,42,38
0850147,1780,171,17,17
0850148,1781,128,41,12
0850149,1782,579,46,42
0850150,1783,758,61,48
0850151,1784,153,10,13
0850152,1785,4,4,3
0850153,1786,482,92,40
0850154,1787,358,25,27
0850155,1788,372,30,41
0850156,1789,435,31,29
0850157,1790,416,45,48
0850158,1791,228,34,25
0850159,1792,267,24,21
0850160,1793,112,12,6
0850161,1794,51,5,2
0850162,1795,97,3,11
0850163,1796,231,21,16
0850164,1797,343,47,36
0850165,1798,185,21,16
0850166,1799,420,64,33
0850167,1800,384,67,60
0850168,1801,313,34,30
0850169,1802,318,32,26
0850170,1803,216,13,23
0850171,1804,207,30,23
0850172,1805,346,14,17
0850173,1806,139,15,10
0850174,1807,447,28,26
0850175,1808,280,19,21
0850176,1809,184,15,20
0850177,1810,349,26,13
0850178,1811,358,22,14
0850179,1812,1166,97,71
0850180,1813,290,25,22
0850181,1814,271,13,13
0850182,1815,445,51,35
0850183,1816,20,0,1
0850184,1817,172,25,10
0850185,1818,8,1,0
0850186,1819,23,2,0
0850187,1820,125,5,1
0850188,1821,18,1,1
0850189,1822,173,8,5
0850190,1823,16,0,2
0850191,1824,72,5,5
0850192,1825,664,32,19
0850193,1826,204,11,8
0850194,1827,2,1,0
0850195,1828,178,5,11
0850196,1829,224,26,17
0850197,1830,111,8,18
0850198,1831,27,0,0
0850199,1832,460,37,48
0850200,1833,329,20,16
0850201,1834,0,0,0
0850202,1835,0,0,0
0850203,1836,525,52,38
0850204,1837,80,8,5
0850205,1838,4,0,0
0850206,1839,264,18,7
0850207,1840,525,46,30
0850208,1841,582,38,27
0850209,1842,103,13,11
0850210,1843,164,28,34
0850211,1844,417,53,43
0850212,1845,228,32,27
0850213,1846,302,35,22
0850214,1847,771,42,38
0850215,1848,303,14,9
0850216,1849,635,32,41
0850217,1850,383,37,17
0850218,1851,431,51,46
0850219,1852,408,32,49
0850220,1853,296,40,35
0850221,1854,809,62,63
0850222,1855,403,49,41
0850223,1856,267,29,28
0850224,1857,512,31,22
0850225,1858,307,33,39
0850226,1859,415,36,43
0850227,1860,411,44,38
0850228,1861,357,30,17
0850229,1862,171,13,10
0850230,1863,320,35,29
0850231,1864,435,30,31
0850232,1865,427,40,24
0850233,1866,232,18,7
0850234,1867,258,49,41
0850235,1868,158,20,21
0850236,1869,466,26,44
0850237,1870,167,17,18
0850238,1871,228,42,18
0850239,1872,509,23,33
0850240,1873,527,28,21
0850241,1874,189,20,25
0850242,1875,455,43,34
0850243,1876,281,27,31
0850244,1877,355,48,37
0850245,1878,214,23,17
0850246,1879,413,46,40
0850247,1880,448,23,26
0850248,1881,183,20,21
0850249,1882,457,40,22
0850250,1883,172,32,19
0850251,1884,253,16,7
0850252,1885,352,20,22
0870101,1886,143,13,12
0870201,1887,116,1,1
0870202,1888,13,0,0
0870301,1889,120,5,5
0870302,1890,17,0,0
0870401,1891,111,1,3
0870402,1892,27,1,0
0890101,1893,593,30,35
0890102,1894,115,14,6
0890103,1895,225,11,1
0890201,1896,904,43,42
0890202,1897,160,9,5
0890302,1898,460,15,18
0890303,1899,242,14,8
0890304,1900,223,8,13
0890305,1901,550,26,34
0890401,1902,133,6,7
0890402,1903,454,23,35
0910101,1904,732,72,71
0910102,1905,954,37,52
0910103,1906,1121,53,73
0910104,1907,530,38,39
0910105,1908,876,44,51
0910106,1909,821,35,35
0910107,1910,1145,71,82
0910108,1911,490,22,22
0910109,1912,773,34,31
0910109,1913,10,0,0
0910110,1914,515,41,43
0910201,1915,617,26,38
0910202,1916,232,12,11
0910202,1917,0,0,0
0910203,1918,898,66,51
0910204,1919,896,41,43
0910205,1920,1094,54,69
0910206,1921,750,32,45
0910207,1922,603,38,26
0910208,1923,1057,44,48
0910208,1924,19,0,0
0910208,1925,3,0,0
0910208,1926,29,2,1
0910301,1927,302,12,33
0910301,1928,0,0,0
0910302,1929,346,14,26
0910303,1930,77,5,6
0910304,1931,321,19,16
0910305,1932,473,22,27
0910306,1933,293,17,19
0910307,1934,124,6,8
0910308,1935,329,38,30
0910401,1936,602,38,46
0910402,1937,996,50,51
0910403,1938,1189,50,59
0910404,1939,894,48,36
0910405,1940,874,30,23
0910405,1941,1,0,0
0910405,1942,4,0,0
0910406,1943,810,59,48
0910407,1944,1046,45,48
0910408,1945,1037,38,52
0930001,1946,404,30,18
0930002,1947,384,11,26
0930004,1948,30,0,0
0930005,1949,162,9,8
0930006,1950,123,4,2
0930007,1951,101,3,5
0930009,1952,65,4,1
0930010,1953,117,1,5
0930011,1954,115,5,7
0930012,1955,427,25,12
0930013,1956,75,3,2
0930014,1957,43,3,2
0930015,1958,185,6,4
0930016,1959,52,1,2
0950101,1960,186,12,4
0950102,1961,28,3,0
0950203,1962,57,2,0
0950204,1963,35,1,2
0950205,1964,37,2,5
0950306,1965,97,8,16
0950407,1966,46,1,0
0950408,1967,57,2,5
0970001,1968,136,4,4
0970002,1969,189,12,9
0970003,1970,245,9,14
0970004,1971,90,2,5
0970006,1972,677,26,22
0970007,1973,437,25,21
0970008,1974,297,14,5
0970010,1975,573,24,24
0970011,1976,610,35,25
0970012,1977,369,26,6
0970017,1978,204,8,4
0970018,1979,584,29,27
097001,1980,593,29,34
0970021,1981,457,19,21
0970022,1982,715,57,22
0970033,1983,142,6,3
097004,1984,431,25,13
0990101,1985,622,40,34
0990102,1986,419,14,9
0990103,1987,106,8,1
0990104,1988,566,44,40
0990205,1989,553,35,17
0990206,1990,138,20,12
0990207,1991,405,51,37
0990308,1992,937,62,31
0990309,1993,200,16,6
0990310,1994,205,10,8
0990311,1995,3,0,0
0990412,1996,321,31,23
0990413,1997,548,43,29
0990414,1998,148,6,4
0990415,1999,74,1,0
0990416,2000,270,31,15
1010101,2001,125,2,4
1010201,2002,112,1,7
1010301,2003,57,4,2
1010401,2004,93,2,8
1030001,2005,213,7,9
1030002,2006,126,2,4
1030003,2007,73,6,2
1030004,2008,87,3,2
1050001,2009,103,3,11
1050002,2010,139,4,6
1050003,2011,175,8,12
1050004,2012,73,3,6
1070011,2013,162,6,15
1070027,2014,212,10,30
1070039,2015,137,8,10
1070044,2016,218,11,30
1090001,2017,22,1,0
1090002,2018,28,2,1
1090004,2019,17,1,1
109033,2020,4,0,0
109035,2021,21,2,1
1110001,2022,111,7,3
1110002,2023,27,0,0
1110003,2024,14,0,0
1110004,2025,8,0,0
1110005,2026,8,0,0
1110006,2027,63,1,0
1110007,2028,116,5,5
1110008,2029,130,5,6
1110009,2030,91,7,1
1131004,2031,171,27,18
1131006,2032,262,40,35
1131007,2033,72,6,12
1131039,2034,3,1,0
1131040,2035,150,10,26
1131041,2036,6,0,0
1131043,2037,278,35,32
1131044,2038,372,50,35
1131045,2039,21,2,0
1131046,2040,16,1,1
1131047,2041,86,8,6
1131048,2042,286,38,50
1131049,2043,186,24,31
1131050,2044,20,1,2
1131051,2045,23,1,1
1131052,2046,251,32,32
1131054,2047,52,5,10
1131055,2048,17,3,5
1131056,2049,61,7,9
1131057,2050,78,4,10
1131058,2051,120,10,15
1131059,2052,153,20,18
1131060,2053,383,58,67
1131061,2054,129,15,18
1131062,2055,1,0,0
1131063,2056,62,5,9
1131064,2057,5,0,0
1131065,2058,51,7,5
1131067,2059,1,0,0
1131068,2060,9,1,1
1131076,2061,0,0,0
1131077,2062,1,0,0
1131078,2063,14,0,2
1131079,2064,67,10,10
1131080,2065,12,4,2
1131081,2066,184,11,27
1131082,2067,1,0,3
1131083,2068,36,3,5
1131084,2069,109,11,13
1131085,2070,24,3,5
1131086,2071,5,1,2
1131087,2072,49,6,3
1131088,2073,31,1,5
1131089,2074,15,3,1
1131090,2075,39,4,3
1131091,2076,35,1,4
1131092,2077,26,3,3
1131093,2078,12,2,1
1131094,2079,7,0,1
1131095,2080,28,0,3
1131096,2081,13,1,4
1131097,2082,41,6,7
1131098,2083,24,2,6
1131099,2084,0,0,0
1131100,2085,23,3,3
1131101,2086,28,2,3
1131102,2087,38,4,5
1131103,2088,14,1,2
1131104,2089,24,1,4
1131105,2090,1,0,0
1131106,2091,6,0,0
1131107,2092,11,1,0
1131108,2093,46,2,6
1131109,2094,5,1,1
1131110,2095,0,0,0
1131111,2096,16,5,3
1131113,2097,0,0,3
1131114,2098,3,1,0
1131115,2099,48,11,11
1131116,2100,56,7,7
1131121,2101,69,3,4
1131124,2102,0,0,0
1131125,2103,98,14,9
1131128,2104,138,17,18
1131129,2105,1,0,0
1131133,2106,34,3,0
1131134,2107,6,1,1
1131135,2108,9,1,0
1131136,2109,0,1,0
1131137,2110,1,0,1
1131139,2111,0,0,0
1131140,2112,0,0,0
1131141,2113,179,27,21
1131142,2114,380,46,52
1131143,2115,232,32,33
1131144,2116,357,59,43
1131146,2117,276,34,31
1131147,2118,111,12,7
1131148,2119,0,0,0
1131151,2120,3,1,0
1131153,2121,0,0,0
1131159,2122,0,0,0
1131162,2123,0,0,0
1131163,2124,151,25,23
1131164,2125,325,25,31
1131165,2126,213,31,37
1131168,2127,319,44,56
1131169,2128,261,37,56
1131170,2129,122,20,11
1131171,2130,171,24,25
1131172,2131,169,19,29
1131173,2132,108,13,18
1131174,2133,228,31,45
1131176,2134,0,0,0
1131300,2135,170,15,11
1131301,2136,148,14,11
1131302,2137,112,6,10
1131303,2138,3,0,0
1131304,2139,91,8,10
1131305,2140,75,5,3
1131307,2141,0,0,0
1131308,2142,84,4,7
1131309,2143,3,0,0
1131310,2144,154,13,14
1131311,2145,178,16,17
1131312,2146,63,6,4
1131313,2147,12,0,0
1131314,2148,96,4,5
1131315,2149,3,0,0
1131316,2150,11,1,0
1131323,2151,0,0,0
1131324,2152,237,17,14
1131325,2153,252,20,16
